Slow spin tunneling in the paramagnetic phase of the pyrochlore Nd2Sn2O7
CP1|1 nonlinear sigma model vs strong electron correlations
Spin-dependent thermoelectric phenomena in a quantum dot attached to  ferromagnetic and superconducting electrodes
Computation of the unifying thread in high temperature superconductors  from first principles quantum Monte Carlo
Supersolidity of lattice Bosons immersed in strongly correlated Rydberg  dressed atoms
On the density of states of circular graphene quantum dots
Effect of instantaneous and continuous quenches on the density of  vibrational modes in model glasses
Machine learning reveals orbital interaction in crystalline materials
Twisting with a twist: supramolecular helix fluctuations in chiral  nematics
Impact of rough potentials in rocked ratchet performance
Charge and energy fractionalization mechanism in one-dimensional  channels
Topolectrical circuits
Strongly interaction-enhanced valley magnetic response in monolayer WSe2
Comparison of Gabay-Toulouse and de Almeida-Thouless instabilities for  the spin glass XY model in a field on sparse random graphs
Gapless edges of 2d topological orders and enriched monoidal categories
Robust pinning of magnetic moments in pyrochlore iridates
Duality and Universal Transport in a Mixed-Dimension Electrodynamics
Symmetry and duality in bosonization of two-dimensional Dirac fermions
Towards understanding two-level-systems in amorphous solids - Insights  from quantum circuits
Weyl and Dirac Semimetals in Three Dimensional Solids
Amplitude-dependent topological edge states in nonlinear phononic  lattices
Theory of optically controlled anisotropic polariton transport in  semiconductor double microcavities
Edge Trapping of Exciton-Polariton Condensates in Etched Pillars
Unconventional slowing down of electronic recovery in photoexcited  charge-ordered La$_{1/3}$Sr$_{2/3}$FeO$_3$
Unveiling the mystery of nucleation and growth of carbon nanotubes in a  pure carbon-arc
Non-collinear magnetic structure and multipolar order in  Eu$_2$Ir$_2$O$_7$
Tomonaga-Luttinger spin liquid in the spin-1/2 inequilateral  diamond-chain compound K$_3$Cu$_3$AlO$_2$(SO$_4$)$_4$
de Almeida-Thouless instability in short-range Ising spin-glasses
Evanescent-wave Johnson Noise in small devices
Boosting the discovery of 3D topological materials: mixing chemistry  with physics via a two-step computational screening strategy
Spectroscopy of multi-electrode tunnel barriers
Tunneling Field-Effect Junctions with WS$_2$ barrier
Dependence of homogeneous crystal nucleation in water droplets on their  radii and its implication for modeling the formation of ice particles in  cirrus clouds
Single array of magnetic vortex disks uses in-plane anisotropy to create  different logic gates
Physical description of nature from a system-internal viewpoint
Quaternary two-dimensional (2D) transition metal dichalcogenides (TMDs)  with tunable bandgap
High resolution Monte Carlo study of the Domb-Joyce model
Spin Resonance and Magnetic Order in an Unconventional Superconductor
Spinon confinement in a quasi one dimensional anisotropic Heisenberg  magnet
Multiphased alkali halide mixed crystals: The conductivity activation  energy
Quantum simulators by design - many-body physics in reconfigurable  arrays of tunnel-coupled traps
Microscopic bosonization of band structures: X-ray processes beyond the  Fermi edge
Low frequency Raman spectroscopy of few-atomic-layer thick hBN crystals
Strain-induced polar discontinuities in 2D materials from combined  first-principles and Schrödinger-Poisson simulations
Relation between Kitaev magnetism and structure in $α$-RuCl$_3$
Anomalous spin precession under a geometrical torque
Sub-atomic electronic feature from dynamic motion of Si dimer defects in  bismuth nanolines on Si(001)
Anisotropic Exchange in ${\bf LiCu_2O_2}$
Superstructure evolution of tellurium atoms on Au(111) surface at  different coverages
Synthetic ferrimagnet spin transfer torque oscillator: model and  non-linear properties
Current driven second harmonic domain wall resonance in ferromagnetic  metal/ nonmagnetic metal bilayer: a field-free method for spin Hall angle  measurements
Brownian forgery of statistical dependences
Robust valley polarization of helium ion modified atomically thin  MoS$_{2}$
Brownian systems with spatially inhomogeneous activity
Thermal Conductivity of PAAm Hydrogel and its Crosslinking Effect
Efficient production of long-lived ultracold Sr$_2$ molecules
Hourglass Dirac Chain Metal in Rhenium Dioxide
Electron-Hole Symmetry Breaking in Charge Transport in Nitrogen-Doped  Graphene
Lattice-layer entanglement in Bernal-stacked bilayer graphene
Canonical-ensemble extended Lagrangian Born-Oppenheimer molecular  dynamics for the linear scaling density functional theory
Achieving High Fidelity Single Qubit Gates in a Strongly Driven Silicon  Quantum Dot Hybrid Qubit
First principles study of bimetallic Ni$_{13-n}$Ag$_n$ nano-clusters ($n  =$ 0$-$13) : Structural, mixing, electronic and magnetic properties
Nematic phase with colossal magnetoresistance and orbital polarons in  manganite La$_{1-x}$Sr$_x$MnO$_3$
Microwave control of coupling parameters in spinor alkali condensates
Epitaxy of Advanced Nanowire Quantum Devices
CoFFEE: Corrections For Formation Energy and Eigenvalues for charged  defect simulations
Magnetic excitations and amplitude fluctuations in insulating cuprates
Theory of Ultra Low Tc Superconductivity in Bismuth: Tip of an Iceberg ?
Structure and lattice dynamics of the wide band gap semiconductors  MgSiN$_{2}$ and MgGeN$_{2}$
Universal self-assembly of one-component three-dimensional dodecagonal  quasicrystals
Superconducting fluctuations in a thin NbN film probed by the Hall  effect
Nonlinear response theory for Markov processes II: Fifth-order response  functions
A Spatial Structural Derivative Model for Ultraslow Diffusion
Two-terminal transport along a proximity induced superconducting quantum  Hall edge
Gapless Symmetry Protected Topological Order
Quantum phase transitions driven by rhombic-type single-ion anisotropy  in the S=1 Haldane chain
Dimensional Crossover of Charge-Density Wave Correlations in the  Cuprates
Changes in charge density vs changes in formal oxidation states: The  case of Sn halide perovskites and their ordered vacancy analogues
Large optical conductivity of Dirac semimetal Fermi arc surfaces states
Reversal of thermoelectric current in tubular nanowires
Vortex core order and field-driven phase coexistence in the attractive  Hubbard model
Controlling Chiral Domain Walls in Antiferromagnets Using Spin-Wave  Helicity
Linearly polarized GHz magnetization dynamics of spin helix modes in the  ferrimagnetic insulator Cu$_{2}$OSeO$_{3}$
Memory Effects in Active Particles with Exponentially Correlated  Propulsion
Wallpaper Fermions and the Nonsymmorphic Dirac Insulator
Magnetic properties of Dy nano-islands on graphene
Cusp-shaped Elastic Creases and Furrows
Pressure and Flow of Exponentially Self-Correlated Active Particles
Electron doped layered nickelates: spanning the phase diagram of the  cuprates
Longitudinal negative magnetoresistance and magneto-transport phenomena  in conventional and topological conductors
Zitterbewegung in time-reversal Weyl Semimetals
Picometer-scale atom position analysis in annular bright-field STEM  imaging
Ab initio study of sodium cointercalation with diglyme molecule into  graphite
Orbital optimization in the perfect pairing hierarchy. Applications to  full-valence calculations on linear polyacenes
Anomalous Acoustic Plasmon Mode from Topologically Protected States
Molecularly-thin anatase field-effect transistors fabricated through the  solid state transformation of titania nanosheets
Phase-space mixing in dynamically unstable, integrable few-mode quantum  systems
Exact analysis of gate noise effects on non-adiabatic transformations of  spin-orbit qubits
Nematic Skyrmions in Odd-Parity Superconductors
Entropy-limited topological protection of skyrmions
Superconductor to weak-insulator transitions in disordered Tantalum  Nitride films
Intrinsic energy conversion mechanism via telescopic extension and  retraction of concentric carbon nanotubes
Physics of the Kitaev model: fractionalization, dynamical correlations,  and material connections
Classifying parafermionic gapped phases using matrix product states
Dissipative Rabi model for deep strong far-off-resonant driving
Electronic transport in metallic carbon nanotubes with mixed defects  within the strong localization regime
Polytypism in the ground state structure of the Lennard-Jonesium
Reply to "Rescuing the MaxEnt treatment for $q$-generalized entropies"  by A. Plastino and M.C. Rocca
Influence of defect-induced deformations on electron transport in carbon  nanotubes
Thermalization of isolated Bose-Einstein condensates by dynamical heat  bath generation
Unconventional magnetic order in the conical state of MnSi
Strong localization in defective carbon nanotubes: a recursive Green's  function study
Active elastohydrodynamics of vesicles in narrow, blind constrictions
Characterization of nonequilibrium states of trapped Bose-Einstein  condensates
Charging of highly resistive granular metal films
A versatile scanning photocurrent mapping system to characterize  optoelectronic devices based on 2D materials
Ising anyonic topological phase of interacting Fermions in one dimension
103-Compound Band Structure Benchmark of Post-SCF Spin-Orbit Coupling  Treatments in Density-Functional Theory
Equation of state and self-bound droplet in Rabi-coupled Bose mixtures
Microscopic models for uphill diffusion
Topological Phase Transition and Charge Pumping in a One-Dimensional  Periodically Driven Optical Lattice
Short-range order in high entropy alloys:Theoretical formulation and  application to Mo-Nb-Ta-V-W system
Photoinduced Domain Pattern Transformation in Ferroelectric/Dielectric  Superlattices
Theory of Linear Spin Wave Emission from a Bloch Domain Wall
Density and spin modes in imbalanced normal Fermi gases from  collisionless to hydrodynamic regime
Enhancement of the upper critical field in disordered transition metal  dichalcogenide monolayers
Turbulence scaling laws across the superfluid to supersolid transition
Mechanism for unconventional superconductivity in the hole-doped  Rashba-Hubbard model
Induced density correlations in a sonic black hole condensate
A Strange Metal from Gutzwiller correlations in infinite dimensions II:  Transverse Transport, Optical Response and Rise of Two Relaxation Rates
Field-free deterministic ultra fast creation of skyrmions by spin orbit  torques
Machine Learning $\mathbb{Z}_{2}$ Quantum Spin Liquids with  Quasi-particle Statistics
Induced spin-triplet pairing in the coexistence state of  antiferromagnetism and singlet superconductivity: collective modes and  microscopic properties
Many-body localization transition through pairwise correlations
Phonon limited thermoelectric transport in Pb
Tight Binding Parametrization of Few-layer Black Phosphorus from  First-Principles Calculations
Exciton-phonon interaction in the strong coupling regime in hexagonal  boron nitride
Combined effect of doping and temperature on the anisotropy of  low-energy plasmons in monolayer graphene
Application of Finite Element, Phase-field, and CALPHAD-based Methods to  Additive Manufacturing of Ni-based Superalloys
Graphene-based amplification and tuning of near-field radiative heat  transfer between dissimilar polar materials
Transition from turbulent to coherent flows in confined  three-dimensional active fluids
Crystalline ordering and large fugacity expansion for hard core lattice  particles
Near-unity quantum yield from carbon nanotube excitons coupled to  plasmonic nanocavities
Andreev bound states versus Majorana bound states in quantum  dot-nanowire-superconductor hybrid structures: Trivial versus topological  zero-bias conductance peaks
Quantum gas microscopy of an attractive Fermi-Hubbard system
Nonequilibrium quantum dynamics of partial symmetry breaking for  ultracold bosons in an optical lattice ring trap
Semiclassical Model for Calculating Exciton and Polaron Pair Energetics  at Interfaces
Probing the phonon surface interaction by wave packet simulation: effect  of roughness and morphology
Probing the superconducting gap symmetry of $α$-PdBi$_{2}$: A  penetration depth study
Solving Spin Glasses with Optimized Trees of Clustered Spins
Type-II nodal loops: theory and material realization
MOVPE growth, transmission electron microscopy and magneto-optical  spectroscopy of individual InAsP/GaInP quantum dots
Thermographic measurements of the spin Peltier effect in  metal/yttrium-iron-garnet junction systems
A connection between non-local one-body and local three-body  correlations of the Lieb-Liniger model
Charged excitons in monolayer WSe$_2$: experiment and theory
First-principles molecular transport calculation for the  benzenedithiolate molecule
Quantum dynamics of bosons in a two-ring ladder: dynamical algebra,  vortex-like excitations and currents
Role of curvature and domain shape on Turing patterns
Electrical single spin read-out using an exchange-coupled quantum dot
Geometry-driven collective ordering of bacterial vortices
Photoinduced topological phase transition from a crossing-line nodal  semimetal to a multiple-Weyl semimetal
Unusual ferroelectric and magnetic phases in multiferroic 2H-BaMnO$_3$  ceramics
Hydrodynamics defines the stable swimming direction of spherical  squirmers in a nematic liquid crystal
Continuum of many-particle states near the metal-insulator transition in  the Hubbard model
Neutron-scattering study of yttrium iron garnet
Decondensation in non-equilibrium photonic condensates: when less is  more
X-ray Magnetic and Natural Circular Dichroism from first principles:  Calculation of K- and L1-edge spectra
Atomic-scale modeling of twinning disconnections in zirconium
Highly hydrogen-sensitive thermal desorption spectroscopy system for  quantitative analysis of low hydrogen concentration (~1 x 10^16 atoms/cm3) in  thin-film samples
Time-reversal-symmetric topological magnetoelectric effect in  three-dimensional topological insulators
Hydrodynamic and entropic effects on colloidal diffusion in corrugated  channels
The Linear and Non-linear Magnetic Response of a Tri-Uranium Single  Molecule Magnet
Fermi points and the Nambu sum rule in the polar phase of $^3$He
Berezinskii-Kosterlitz-Thouless Type Scenario in Molecular Spin Liquid  $A$Cr$_2$O$_4$
Optical conductivity of three and two dimensional topological nodal line  semimetals
Electronic band gaps of confined linear carbon chains ranging from  polyyne to carbyne
Light-induced anisotropic skyrmion and stripe phases in a Rashba  ferromagnet
Environmental noise spectroscopy with qubits subjected to dynamical  decoupling
Nano-patterned magnonic crystals based on ultrathin YIG films
Cyclization of Short DNA Fragments
Non-stationary spin-filtering effects in correlated quantum dot
Electronic anisotropies revealed by detwinned ARPES measurements of FeSe
Nanostructured complex oxides as a route towards thermal behavior in  artificial spin ice systems
Non-Perturbative Electron Counting Statistics
Unexpected Enhancement of Three-Dimensional Low-Energy Spin Correlations  in Quasi-Two-Dimensional Fe$_{1+y}$Te$_{1-x}$Se$_{x}$ System at High  Temperature
Penetration of fast projectiles into resistant media: from macroscopic  to subatomic projectiles
Direct evidence of hidden local spin polarization in a centrosymmetric  superconductor LaO$_{0.55}$F$_{0.45}$BiS$_2$
Kinetic orbital moments and nonlocal transport in disordered metals with  nontrivial geometry
Work and power fluctuations in a critical heat engine
Fluid velocity slip and temperature jump at a solid surface
DFT+DMFT calculations of the band gap and the transmission decay rate  for the transition metal monoxides MnO, FeO, CoO and NiO
Distinct aggregation patterns and fluid porous phase in a 2D model for  colloids with competitive interactions
Trapping of Bose-Einstein condensates in a three-dimensional dark focus  generated by conical refraction
Model of ultrafast demagnetization driven by spin-orbit coupling in a  photoexcited antiferromagnetic insulator Cr2O3
Role of local assembly in the hierarchical crystallization of  associating colloidal hard hemispheres
X-ray driven first-order phase transition in GeO2 glass under pressure
Cascaded emission of single photons from the biexciton in monolayered  WSe2
Non-trivial Chern numbers in three-terminal Josephson junctions
Pressure in an exactly solvable model of active fluid
Electrical and thermoelectric transport properties of two-dimensional  fermionic systems with $k$-cubic spin-orbit coupling
Scaling of the spin Seebeck effect in bulk and thin film
Metamorphic InAs1-xSbx/InAs1-ySby superlattices with ultra-low bandgap  as a Dirac material
Flexocoupling induced soft acoustic mode and the spatially modulated  phases in ferroelectrics
Relaxation functions and dynamical heterogeneities in a model of  chemical gel interfering with glass transition
Two-Dimensional Arsenene Oxide: A Realistic Large-gap Quantum Spin Hall  Insulator
Enhancing the spin transfer torque in magnetic tunnel junctions by ac  modulation
Antiferromagnetic correlations in the metallic strongly correlated  transition metal oxide LaNiO$_3$
Single-particle Excitations and Effects of Hetero-pairing Fluctuations  in a Bose-Fermi Mixture with a Feshbach Resonance
Energy Landscape of Charge Excitations in Boundary Region between  Dimer-Mott and Charge Order State in Molecular Solids
Quantum capacitance of double-layer graphene
Phonon thermal transport in 2H, 4H and 6H silicon carbide from first  principles
Solvent-Dependent Critical Properties of Polymer Adsorption
Relaxation dynamics in the merging of $N$ independent condensates
Tent--Shaped Surface Morphologies of Silicon: Texturization by Metal  Induced Etching
Magneto-optical conductivity of double Weyl semimetals
Onsager-theory-based dynamic model for nematic phases of bent-core  molecules and star molecules
Theoretical prediction of sandwiched two-dimensional phosphide binary  compounds sheets with tunable bandgaps and anisotropic physical properties
Negative Magnetoresistance without Chiral Anomaly in Topological  Insulators
Experimental Verification of the Universality of Magnetic-Field-Induced  Bose-Einstein Condensation of Magnons
Insight into the temperature dependent properties of the ferromagnetic  Kondo lattice YbNiSn
Compressive response and helix formation of a semi flexible polymer  confined in a nanochannel
$2π$-flux loop semimetals
Exchange coupling of a perpendicular ferromagnet to a half-metallic  compensated ferrimagnet via a thin hafnium interlayer
Systematic efficiency study of line-doubled zone plates
Activity induced first order transition for the current in a disordered  medium
Disentangling magnetic order on nanostructured surfaces
Phase transitions of the coherently coupled two-component Bose gas in a  square optical lattice
Flow equations for cold Bose gases
$θ_0$ thermal Josephson junction
The influence of magnetic order on the magnetoresistance anisotropy of  Fe$_{1+δ-x}$Cu$_{x}$Te
Relaxor ferroelectric behavior and intrinsic magnetodielectric behavior  near room temperature in Li2Ni2Mo3O12, a compound with distorted honeycomb  and spin-chains
Traveling-wave parametric amplifier based on three-wave mixing in a  Josephson metamaterial
Fabrication of diamond diffraction gratings for experiments with intense  hard x-rays
Quantum phase transitions of the Majorana toric code in the presence of  finite Cooper-pair tunneling
Cooling of chiral heat transport in the quantum Hall effect graphene
Re-entrant spin-glass freezing and magneto-dielectric behavior of  Li3NiRuO6, a layered rock-salt related oxide
Non-local magnon transport in the compensated ferrimagnet GdIG
Helimagnon resonances in an intrinsic chiral magnonic crystal
Electronic and optical properties of graphite-related systems
State-to-state chemistry at ultra-low temperature
Casimir free energy of dielectric films: Classical limit,  low-temperature behavior and control
Physical Adsorption at the Nanoscale: Towards Controllable Scaling of  the Substrate-Adsorbate van der Waals Interaction
Band nesting, massive Dirac Fermions and Valley Lande and Zeeman effects  in transition metal dichalcogenides: a tight-binding model
The effect of confinement and defects on the thermal stability of  skyrmions
Disentangling electron- and electric field-induced ring-closing  reactions in a diarylethene derivative on Ag(111)
Room temperature observation of biexcitons in exfoliated WS2 monolayers
Investigation of a possible electronic phase separation in the magnetic  semiconductors Ga$_{1-x}$Mn$_{x}$As and Ga$_{1-x}$Mn$_{x}$P by means of  fluctuation spectroscopy
Origin of the crossover from polarons to Fermi liquids in transition  metal oxides
Nucleation in sheared granular matter
Robust semi-Dirac points and unconventional topological phase  transitions in doped superconducting Sr2IrO4 tunnel coupled to t2g electron  systems
Spin-dependent coupling between quantum dots and topological quantum  wires
Exciton Polaritons in a Two-Dimensional Lieb Lattice with Spin-Orbit  Coupling
Korshunov instantons in a superconductor at elevated bias current
Investigating charge transfer dynamics at the nanoscale
Necessity of eigenstate thermalization for equilibration towards unique  expectation values when starting from generic initial states
Intra-Domain Periodic Defects in Monolayer MoS$_2$
Floquet multi-Weyl points in crossing-nodal-line semimetals
Density Matrix Modeling of Quantum Cascade Lasers without an  Artificially Localized Basis: A Generalized Scattering Approach
Angular dependence of magnetization reversal in epitaxial chromium  telluride thin films with perpendicular magnetic anisotropy
Mechanisms of near-surface structural evolution in nanocrystalline  materials during sliding contact
A Model to Study Finite-Size and Magnetic Effects on the Phase  Transition of a Fermion Interacting System
Large magnetic anisotropy in $Fe_xTaS_2$ single crystals
Native surface oxide turns alloyed silicon membranes into nanophononic  metamaterials with ultra-low thermal conductivity
Determination of spin relaxation times in heavy metals via 2nd harmonic  spin injection magnetoresistance
Phase diagram of the sulfur hydride: transition into high Tc state
Dynamic finite-size scaling at first-order transitions
The dependence of hydrophobic interactions on the solute size
Fulde-Ferrell superfluids in spinless ultracold Fermi gases
Anomalous, spin, and valley Hall effects in graphene deposited on  ferromagnetic substrates
Universal experimental test for the role of free charge carriers in  thermal Casimir effect within a micrometer separation range
Epigenetic Transitions and Knotted Solitons in Stretched Chromatin
Simple correlated wave-functions for excitons in 0D, quasi-1D and  quasi-2D quantum dots
The origin of fine structure in magnetization curve of  $α$-CoV$_2$O$_6$
The onset of nanoscale dissipation in superfluid He-4 at zero  temperature: the role of vortex shedding and cavitation
Dynamics of osmotic flows
Optical signatures of the superconducting Goldstone mode in granular  aluminum: experiments and theory
Exact solution for the force-extension relation of a semiflexible  polymer under compression
Atomic-Scale Structure Relaxation, Chemistry and Charge Distribution of  Dislocation Cores in SrTiO3
Drying and Wetting Transitions of a Lennard-Jones Fluid: Simulations and  Density Functional Theory
Recovery of mechanical pressure in a gas of underdamped active dumbbells  with Brownian noise
Extreme anisotropy and anomalous transport properties of heavily  electron doped Lix(NH3)yFe2Se2 single crystals
Microscopic Engine Powered by Critical Demixing
Impurity- and Magnetic-field-induced Quasiparticle States in Chiral  $p$-wave Superconductors
Quantitative vectorial magnetic imaging of multi domain rock forming  minerals using nitrogen-vacancy centers in diamond
Ab initio study of magnetocrystalline anisotropy, magnetostriction, and  Fermi surface of L10 FeNi (tetrataenite)
Multi-mode active control of friction, dynamic ratchets and actuators
Topological spin dynamics in cubic FeGe near room temperature
Competition between Chaotic and Non-Chaotic Phases in a Quadratically  Coupled Sachdev-Ye-Kitaev Model
