Minimalist approach to the classification of symmetry protected  topological phases
Particle-Hole Symmetry in the Fermion-Chern-Simons and Dirac  Descriptions of a Half-Filled Landau Level
Magnetization jump in one dimensional $J-Q_{2}$ model with anisotropic  exchange
High-temperature charge density wave correlations in  La$_{1.875}$Ba$_{0.125}$CuO$_{4}$ without spin-charge locking
Nonlinear response of biased bilayer graphene at terahertz frequencies
Magnetism, transport, and thermodynamics in two-dimensional half-filled  Hubbard superlattices
Active shape-morphing elastomeric colloids in short-pitch cholesteric  liquid crystals
Room temperature single photon emission from oxidized tungsten  disulphide multilayers
Experimental demonstration of complete 180 degree reversal of  magnetization in isolated Co-nanomagnets on a PMN-PT substrate with voltage  generated strain
Enhancement of perpendicular magnetic anisotropy and its electric  field-induced change through interface engineering in Cr/Fe/MgO
Stripe order in the underdoped region of the two-dimensional Hubbard  model
Collective Transport of Lennard-Jones Particles through One-Dimensional  Periodic Potentials
Spin Transport and Accumulation in 2D Weyl Fermion System
Exactly solvable model for self-assembly of hard core - soft shell  particles at interfaces
The Rotating Vicsek Model: Pattern Formation and Enhanced Flocking in  Chiral Active Matter
A new class of plastic flow evolution equations for anisotropic  multiplicative elastoplasticity based on the notion of a corrector elastic  strain rate
First-Principles Study of Exchange Interactions of Yttrium Iron Garnet
Non local parity order in the two-dimensional Mott insulator
Shubnikov-de Haas oscillations in p and n-type topological insulator  (Bi$_{x}$Sb$_{1-x}$)$_{2}$Te$_{3}$
Crystalline hydrogenation of graphene by STM tip-induced field  dissociation of H$_2$
Twist of generalized skyrmions and spin vortices in a polariton  superfluid
On the relevance of generalized disclinations in defect mechanics
Quantitative relationship between polarization differences and the  zone-averaged shift photocurrent
Molecular plasmonics: the role of ro-vibrational molecular states in  exciton-plasmon materials under strong coupling conditions
Transport through a Majorana island: strong tunneling regime
Electrical Transport of perpendicularly magnetized L10-MnGa and MnAl  films
Electrostatic Correlations and the Polyelectrolyte Self Energy
Full replica symmetry breaking in p-spin-glass-like systems
Comprehensive study on band-gap variations in $sp^3$-bonded  semiconductors: roles of electronic states floating in internal space
Many-body mobility edges in a one-dimensional model of interacting  fermions
Restricted Boltzmann Machines for the Long Range Ising Models
Population Annealing Simulations of a Binary Hard Sphere Mixture
A portable magnetic field of > 3 T generated by the flux jump assisted,  pulsed field magnetisation of bulk superconductors
In-Plane Anisotropies of Polarized Raman Response and Electrical  Conductivity in Layered Tin Selenide
Superconducting Properties of the $s^{\pm}$-wave state: Fe-based  superconductors
Finite-size Gap, Magnetization, and Entanglement of Deformed Fredkin  Spin Chain
Electronic structure and oxygen reduction on tunable [Ti(IV)Pc]2+and  Ti(II)Pc titanyl-phthalocyanines: A quantum chemical prediction
Rashba spin-orbit interaction enhanced by graphene in-plane deformations
Topological Insulators in Random Lattices
Radiation-induced resistance oscillations in 2D electron systems with  strong Rashba coupling
All-thermal transistor based on stochastic switching
Mean-field approximation for thermodynamic and spectral functions of  correlated electrons: Strong-coupling and arbitrary band filling
Thermoelectric power factor enhancement by spin-polarized currents - a  nanowire case study
Important role of magnetization precession angle measurement in inverse  spin Hall effect induced by spin pumping
Dynamical correlations in the electronic structure of BiFeO$_{3}$, as  revealed by dynamical mean field theory
Proximity band structure and spin textures on both sides of  topological-insulator/ferromagnetic-metal interface and their transport  probes
A Multiscale Modeling of Triple-Heterojunction Tunneling FETs
Combined electrical transport and capacitance spectroscopy of a  ${\mathrm{MoS_2-LiNbO_3}}$ field effect transistor
Odd-integer quantum Hall states and giant spin susceptibility in p-type  few-layer WSe2
Simple bounds on fluctuations and uncertainty relations for  first-passage times of counting observables
Coupled identical localized fermionic chains with quasi-random disorder
Correction of exciton binding energy in monolayer transition metal  dichalcogenides
Transmission spectra and valley processing of graphene and carbon  nanotube superlattices with inter-valley coupling
Reply to "Failure to replicate long-range tunable attractions in  colloidal system"
Translocation time of a polymer chain through an energy gradient  nanopore
Two-photon photoassociation spectroscopy of an ultracold heteronuclear  molecule
Andreev reflection in 2D relativistic materials with realistic tunneling  transparency in normal-metal-superconductor junctions
Constraints on the total coupling strength to bosons in iron based  superconductors
Electronic correlations of element cerium under high pressure
Phase diagrams of the extended Bose-Hubbard model in one dimension by  Monte-Carlo simulation with the help of a stochastic-series expansion
First-principles modeling of the Invar effect in Fe65Ni35 by the  spin-wave method
Water sub-diffusion in membranes for fuel cells
From short-range repulsion to Hele-Shaw problem in a model of tumor  growth
Pseudogap-induced anisotropic suppression of electronic Raman response  in cuprate superconductors
An enthalpy-based multiple-relaxation-time lattice Boltzmann method for  solid-liquid phase change heat transfer in metal foams
Equivalent Markov processes under gauge group
Tunneling control in an integrable model for Bose-Einstein Condensate in  a triple well potential
Is microcanonical ensemble stable?
Fracton topological order via coupled layers
Time-Dependent Fluctuations and Superdiffusivity in the Driven Lattice  Lorentz Gas
Optical Spectra of p-Doped PEDOT Nano-Aggregates Provide Insight into  the Material Disorder
Isotropic Layer Construction and Phase Diagram for Fracton Topological  Phases
Single particle excitations in disordered Weyl fluids
Classification and surface anomaly of glide symmetry protected  topological phases in three dimensions
Universal Absence of Walker Breakdown and Linear Current-Velocity  Relation via Spin-Orbit Torques in Coupled and Single Domain Wall Motion
Momentum-Space Spin Texture in a Topological Superconductor
Long coherence times for edge spins
Interlayer Exciton Optoelectronics in a 2D Heterostructure p-n Junction
Mobile impurities in integrable models
Anisotropy, phonon modes, and lattice anharmonicity from dielectric  function tensor analysis of monoclinic cadmium tungstate
Coherent shuttle of electron-spin states
Imaging the Spatial Form of a Superconducting Order Parameter via  Josephson Scanning Tunneling Spectroscopy
Dynamical control of electron-phonon interactions with high-frequency  light
The phase transitions between $Z_n\times Z_n$ bosonic topological phases  in 1+1 D, and a constraint on the central charge for the critical points  between bosonic symmetry protected topological phases
Random Matrix Theory Approach to Chaotic Coherent Perfect Absorbers
Rapid laser-induced photochemical conversion of sol-gel precursors to  In2O3 layers and their application in thin-film transistors
Magnetite nano-islands on silicon-carbide with graphene
Conduction Channel Formation and Dissolution Due to Oxygen  Thermophoresis/Diffusion in Hafnium Oxide Memristors
Magnetic Dirac Semimetals in Three Dimensions
A Generic Phase between Disordered Weyl Semimetal and Diffusive Metal
Superconductivity of monolayer Mo$_2$C: the key role of functional  groups
Polarons Explain Luminescence Behavior of Colloidal Quantum Dots at Low  Temperature
Surface spin canting in Fe3O4 and CoFe2O4 nanoparticles probed by high  resolution electron energy loss spectroscopy
Large-scale structure of randomly jammed particles
Suppression of magnetic excitations near the surface of the topological  Kondo insulator SmB6
Breakdown of Nonlinear Elasticity in Stress-Controlled Thermal Amorphous  Solids
Phase Transition and Monopoles Densities in a Nearest Neighbors  Two-Dimensional Spin Ice Model
Effects of particles on spinodal decomposition: A Phase field study
Shear bands as manifestation of a criticality in yielding amorphous  solids
Polaron-Polaritons in the Integer and Fractional Quantum Hall Regimes
Raman Scattering by a Two-Dimensional Fermi Liquid with Spin-Orbit  Coupling
Enforcing conservation laws in nonequilibrium cluster perturbation  theory
A Universal Self-Amplification Channel for Surface Plasma Waves
Ultracold Atomic Gases in Artificial Magnetic Fields (PhD thesis)
Hierarchical colloidal nanostructures - from fundamentals to  applications
Generalized Edwards thermodynamics and marginal stability in a driven  system with dry and viscous friction
Dirac and Weyl fermions: from Gor'kov equations to Standard Model (in  memory of Lev Petrovich Gorkov)
Controlling plasmon modes and damping in buckled two-dimensional  material open systems
Polarization-assisted Vector Magnetometry in Zero Bias Field with an  Ensemble of Nitrogen-Vacancy Centers in Diamond
Magnetic Properties of Transition-Metal Adsorbed ot-Phosphorus  Monolayer: A First-principles and Monte Carlo Study
First-principles study of the dynamic Jahn-Teller distortion of the  neutral vacancy in diamond
Emergence and complexity in theoretical models of self-organized  criticality
Bosonic integer quantum Hall effect as topological pumping
Ferroelectric or non-ferroelectric: why so many materials exhibit  ferroelectricity on the nanoscale
Topological phases of parafermionic chains with symmetries
Current-phase relations of few-mode InAs nanowire Josephson junctions
Liquid-like thermal conduction in a crystalline solid
Graphene and its elemental analogue: A molecular dynamics view of  fracture phenomenon
Swimmer-microrheology
Failure of deterministic and stochastic thermostats to control  temperature of molecular systems
Magnetic switching in granular FePt layers promoted by near-field laser  enhancement
Methods to locate Saddle Points in Complex Landscapes
Chiral spin liquid on kagome antiferromagnet induced by  Dzyaloshinskii-Moriya interaction
Conductance modulation in Weyl semimetals with tilted energy dispersion  without a band gap
Normal contact and friction of rubber with model randomly rough surfaces
Quantum oscillations in metallic Sb2Te2Se topological insulator
Coherent long-distance displacement of individual electron spins
Demonstrating the decoupling regime of the electron-phonon interaction  in a quantum dot using chirped optical excitation
Effect of single-particle magnetostriction on the shear modulus of  compliant magnetoactive elastomers
Direct Test of Supercooled Liquid Scaling Relations
Molecule-based microelectromechanical sensors
Collective vortex pinning and crossover between second order to first  order transition in optimally doped Ba1-xKxBiO3 single crystals
Nonlinear Properties of Gated Graphene in a Strong Electromagnetic Field
Coherent and robust high-fidelity generation of a biexciton in a quantum  dot by rapid adiabatic passage
Dark trions and biexcitons in WS2 and WSe2 made bright by e-e scattering
Structural dynamics during laser induced ultrafast demagnetization
Spin phonon interactions and magneto-thermal transport behavior in p-Si
Poroelastic indentation of mechanically confined hydrogel layers
The lognormal-like statistics of a stochastic squeeze process
Relationship between electronic and crystal structure in  Nd1+xBa2-xCu3O6+d
Excitation and detection of short-waved spin waves in ultrathin  Ta/CoFeB/MgO-layer system suitable for spin-orbit-torque magnonics
Solution nuclear magnetic resonance spectroscopy on a nanostructured  diamond chip
Analogue of the quantum Hall effect for neutral particles with magnetic  dipole moment
Transforming Single Domain Magnetic CoFe2O4 Nanoparticles from  Hydrophobic to Hydrophilic By Novel Mechanochemical Ligand Exchange
Temperature-abnormal diffusivity in underdamped space-periodic systems  driven by external time-periodic force
Particle interactions mediated by dynamical networks: assessment of  macroscopic descriptions
Radical chiral Floquet phases in a periodically driven Kitaev model and  beyond
Many-body interferometry of magnetic polaron dynamics
One-dimensional fluids with positive potentials
Unified nonlocal rational continuum models developed from discrete  atomistic equations
Magnetic control of Goos-Hanchen shifts in a yttrium-iron-garnet film
Evolution of small defect clusters in ion-irradiated 3C-SiC: combined  cluster dynamics modeling and experimental study
Phase diagram of weakly coupled Heisenberg spin chains subject to a  uniform Dzyaloshinskii-Moriya interaction
Maximum Entropy Closure for Flows in Transiently Driven Nonequilibrium  Systems
Diluted banded random matrices: Scaling behavior of eigenfunction and  spectral properties
Dynamic wrinkling and strengthening of a filament in a viscous fluid
Off-Diagonal Expansion Quantum Monte Carlo
A detailed analysis of impact collision ion scattering spectroscopy of  bismuth selenide
Neumann boundary conditions with null external quasi-momenta in  finite-systems
Spin Analogues of Superconductivity and the Integer Quantum Hall Effect  in an Array of Spin Chains
Statistical properties of electrochemical capacitance in disordered  mesoscopic capacitors
Numerical study of parametric pumping current in mesoscopic systems in  the presence of magnetic field
Photoinduced valley-polarized current of layered MoS2 by electric tuning
Valley Seebeck effect in gate tunable zigzag graphene nanoribbons
Gap engineering in strained fold-like armchair graphene nanoribbons
Topological Spin Liquid with Symmetry-Protected Edge States
Universality and stability of the edge states of chiral-symmetric  topological semimetals and surface states of the Luttinger semimetal
Emergence and scaling of spin turbulence in quenched antiferromagnetic  spinor Bose-Einstein condensates
Modulations in martensitic Heusler alloys originate from nanotwin  ordering
Linear-scaling electronic structure theory: Electronic temperature in  the Kernel Polynomial Method
Topological phononic insulator with robustly pseudospin-dependent  transport
Non-piezoelectric effects in piezoresponse force microscopy
Doping-dependent critical current properties in K, Co, and P-doped  BaFe2As2 single crystals
Double phase transition in the triangular antiferromagnet  Ba$_3$CoTa$_2$O$_9$
Does universal controllability of physical systems prohibit  thermodynamic cycles?
Investigation of periodic-layered structure in Zn/CuxTiy systems
Formation of Cu6Sn5 phase by cold homogenization in nanocrystalline  Cu-Sn bilayers at room temperature
Oscillations and huge preferences of PbTe crystal surface sputtering  under Secondary Neutral Mass Spectrometry conditions
