Chemical Responsive Single Crystal Organic Magnet
Insulators and metals with topological order and discrete symmetry  breaking
Force-gradient sensitive Kelvin probe force microscopy by dissipative  electrostatic force modulation
Revisiting universality of the liquid-gas critical point in 2D
Strong thermal and electrostatic manipulation of the Casimir force in  graphene multilayers
Conductance oscillations in graphene/nanoclusters hybrid material:  towards large area single electron devices
Linking Magnon-Cavity Strong Coupling to Magnon-Polaritons through  Effective Permeability
Mach-Zehnder interferometry using spin- and valley-polarized quantum  Hall edge states in graphene
Modeling of internal mechanical failure of all-solid-state batteries  during electrochemical cycling, and implications for battery design
Role of disorder in determining the vibrational properties of  mass-spring networks
Imaging structural transitions in organometallic molecules on Ag(100)  for solar thermal energy storage
Tunnel-injected sub-260 nm ultraviolet light emitting diodes
Ferroelectric metal-oxide-semiconductor capacitors using ultrathin  single crystalline SrZrxTi1-xO3
Infrared properties of micromachined vanadium oxide thin films
Electrodynamics on Fermi Cyclides in Nodal Line Semimetals
Topological Fulde-Ferrell states in alkaline-earth-metal-like atoms near  an orbital Feshbach resonance
Thickness Dependence of Spin-Orbit Torques in Ferrimagnetic GdFeCo  Alloys
Tunable Negative Differential Resistance in Planer Graphene Superlattice  Resonant Tunneling Diode
Atomically precise lateral modulation of a two-dimensional electron  liquid in anatase TiO2 thin films
Instability of Fulde-Ferrell-Larkin-Ovchinnikov states in three and two  dimensions
Unexpectedly High Cross-plane Thermoelectric Performance in Layered  Carbon Nitrides
CE Screen: an energy-based structure selection method
Observation of pseudogap in MgB2
First-principles study of the electrical and lattice thermal transport  in monolayer and bilayer graphene
Decouple Electronic and Phononic Transport in Nanotwinned Structure: A  New Strategy for Enhancing the Figure-of-merit of Thermoelectrics
The Polycluster Theory for the Structure of Glasses: Evidence from Low  Temperature Physics
Origin of layer dependence in band structures of two-dimensional  materials
Rheology of hydrating cement paste: crossover between two aging  processes
Spin and Charge Signatures of Topological Superconductivity in Rashba  Nanowires
Spatially-resolved, substrate-induced rectification in C$_{60}$ bilayers  on copper
Towards understanding of magnetization reversal in Nd$-$Fe$-$B  nanocomposites: Analysis by high-throughput micromagnetic simulations
Long-lived non-thermal states realized by atom losses in one-dimensional  quasi-condensates
Quantum-disordered state of magnetic and electric dipoles in a  hydrogen-bonded Mott system
Fluctuating hydrodynamics, current fluctuations and hyperuniformity in  boundary-driven open quantum chains
Double resonance of Raman transitions in a degenerate Fermi gas
Growth-Induced Strain in Chemical Vapor Deposited Monolayer MoS2:  Experimental and Theoretical Investigation
Chemical and Lattice Stability of the Tin Sulfides
Renormalization group flows of Hamiltonians using tensor networks
Grueneisen-Approach for the Experimental Determination of Transient Spin  and Phonon Energies from Ultrafast X-ray Diffraction Data: Gadolinium
Interlayer exciton dynamics in a dichalcogenide monolayer  heterostructure
Open source Matrix Product States: Opening ways to simulate entangled  many-body quantum systems in one dimension
Realizing and Adiabatically Preparing Bosonic Integer and Fractional  Quantum Hall states in Optical Lattices
Quantum Error Correction for Complex and Majorana Fermion Qubits
Entanglement renormalization for chiral topological phases
Instantaneous Pairing of Lyapunov Exponents in Chaotic Hamiltonian  Dynamics and the 2017 Ian Snook Prize
Enhancing Multifunctionalities of Transition Metal Dichalcogenide  Monolayers via Intercalation of Molecules and Ions
Coulomb Blockade in Fractional Topological Superconductors
Resonant x-ray scattering reveals possible disappearance of magnetic  order under hydrostatic pressure in the Kitaev candidate  $γ$-Li$_2$IrO$_3$
Dynamical Quantum Anomalous Hall Effect in Strong Optical Fields
Conductive grain systems: relaxation under strong electric fields
Optical Stark metrology of CdSe quantum dots: Reconciling the  size-dependent oscillator strength with theory
Visualizing Strain-induced Pseudo magnetic Fields in Graphene through an  hBN Magnifying Glass
Competing magnetic orders in the superconducting state of Nd-doped  CeRhIn$_{5}$ under pressure
Impact of Interaction Range and Curvature on Crystal Growth of Particles  Confined to Spherical Surfaces
Specific Heat and Effects of Uniaxial Anisotropy of a $p$-wave Pairing  Interaction in a Strongly Interacting Ultracold Fermi Gas
The A-Cycle Problem In XY model with Ring Frustration
Predicting a Two-dimensional P2S3 Monolayer: A Global Minimum Structure
On the nonlinear NMR and magnon BEC in antiferromagnetic materials with  coupled electron-nuclear spin precession
Characterization of Traps at Nitrided SiO$_2$/SiC Interfaces near the  Conduction Band Edge by using Hall Effect Measurements
Dynamical Correlation Functions of the Quadratic Coupling Spin-Boson  Model
Anisotropy in the thermal hysteresis of resistivity and charge density  wave nature of single crystal SrFeO3-delta: X-ray absorption and  photoemission studies
Structural deformations of two-dimensional planar structures under  uniaxial strain: The case of graphene
Thermal conduction across a boron nitride and silicon oxide interface
Nature of carrier injection in metal/2D semiconductor interface and its  implications to the limits of contact resistance
No-pumping theorem for non-Arrhenius rates
Predicting changes in visual appearance of periodic surface from brdf  measurements
Geometrical meaning of the Drude weight and its relationship to orbital  magnetization
Diversity of quantum ground states and quantum phase transitions of a  spin-1/2 Heisenberg octahedral chain
Simple spin-orbit based devices for electron spin polarization
Time-dependent density-functional theory for strongly interacting  electrons
How nonlocal damping reduces plasmon-enhanced fluorescence in  ultranarrow gaps
Navigating at Will on the Water Phase Diagram
Critical behavior of hard squares in strong confinement
General criterion for harmonicity
Chemical exfoliation of MoS2 leads to semiconducting 1T' phase and not  the metallic 1T phase
Simulation and observation of line-slip structures in columnar  structures of soft spheres
Curvature variation controls particle aggregation on fluid vesicles
Increasing stripe-type fluctuations in $A$Fe$_{2}$As$_{2}$ ($A$ = K, Rb,  Cs) superconductors probed by $^{75}$As NMR spectroscopy
Vertical temperature-boundary of the pseudogap under the superconducting  dome of the Bi2Sr2CaCu2O8+d phase-diagram
Non-diffracting states in one-dimensional Floquet photonic topological  insulators
Effect of processing conditions on the thermal and electrical  conductivity of poly (butylene terephthalate) nanocomposites prepared via  ring-opening polymerization
Liquid droplets act as "compass needles" for the stresses in a  deformable membrane
Morphology and properties evolution upon ring-opening polymerization  during extrusion of cyclic butylene terephthalate and  graphene-related-materials into thermally conductive nanocomposites
Defect healing and charge transfer mediated valley polarization in  MoS$_2$/MoSe$_2$/MoS$_2$ trilayer van der Waals heterostructures
Kinetic theory of dark solitons with tunable friction
Physics of Cold Atomic Fermi Gases
General solution to inhomogeneous dephasing and smooth pulse dynamical  decoupling
Density functional theory for dense nematics with steric interactions
Quantum hydrodynamic approximations to the finite temperature trapped  Bose gases
Quantum heat engines with multiferroic working substance
Superfluid density and carrier concentration across a superconducting  dome: the case of SrTi$_{1-x}$Nb$_{x}$O$_{3}$
Bi-2212/1T-TaS$_2$ Van der Waals junctions: Interplay of proximity  induced high-$T_c$ superconductivity and CDW order
Tunable Moiré Bands and Strong Correlations in Small-Twist-Angle  Bilayer Graphene
Symmetry-based Indicators of Band Topology in the 230 Space Groups
Active bialkali photocathodes on free-standing graphene substrates
The Adiabatically Deformed Ensemble: Engineering Non-Thermal States of  Matter
Structural stability and mechanism of compression of stoichiometric  B13C2 up to 68 GPa
Tunneling Conductance in a Two-dimensional Dirac Semimetal Protected by  Non-symmorphic Symmetry
Gap solitons in Rabi lattices
Analytical structure, dynamics, and coarse-graining of a kinetic model  of an active fluid
Spin-orbit effective fields in Pt/GdFeCo bilayers
The role of magnetic excitations in magnetoresistance and Hall effect of  slightly TM-substituted BaFe$_{2}$As$_2$ compounds (TM = Mn, Cu, Ni)
Origin of the phase change from pyrochlore to perovskite-like layered  structure and a new lead free ferroelectric
Discovery of Magnetic Antiskyrmions Beyond Room Temperature in  Tetragonal Heusler Materials
Observation of a dispersive charge mode in hole-doped cuprates using  resonant inelastic x-ray scattering at the oxygen K edge
Optical evidence of blue shift in topological insulator bismuth selenide  in the few-layer limit
Thermal transport in the Fermi-Pasta-Ulam model with long-range  interactions
Structural and ferroelectric properties of perovskite  Pb(1-x)(K0.5Sm0.5)xTiO3 ceramics
Hydro-Responsive Curling of the Resurrection Plant Selaginella  lepidophylla
Incarnation of Majorana Fermions in Kitaev Quantum Spin Lattice
Spin orbit coupling and Lorentz force enhanced efficiency of TiO2 based  dye sensitized solar cells
Environment-insensitive and gate-controllable photocurrent enabled by  bandgap engineering of MoS2 junctions
