Magnetic vortex crystals in frustrated Mott insulator
Is the regime with shot noise suppression by a factor 1/3 achievable in  semiconductor devices with mesoscopic dimensions?
Two-qubit quantum gates for defect qubits in diamond and similar systems
Specificity, flexibility and valence of DNA bonds guide emulsion  architecture
Role of Van der Waals forces in graphene adsorption over Pd, Pt and Ni
Atomistic Boron-Doped Graphene Field Effect Transistors: A Route towards  Unipolar Characteristics
Magnetic field dependence of Raman coupling in Alkali atoms
Pattern formation in Hamiltonian systems with continuous spectra; a  normal-form single-wave model
A scripted control system for autonomous hardware timed experiments
High mobility and high on/off ratio field-effect transistors based on  chemical vapor deposited single-crystal MoS2 grains
Surface Bound States and Spontaneous Current in Cyclic d-Wave  Superconductors
Trapping massless Dirac particles in a rotating saddle
Compositional Evolution of the Anti-phase Stripe Superstructure in  Bi2Sr2-xLaxCuO6 (0<x<=1.1) Revealed by Transmission Electron Microscopy
An innovative way of etching MoS2: Characterization and mechanistic  investigation
Direct measurement and modelling of internal strains in ion-implanted  diamond
Modeling the transport of interacting matter-waves in disorder by a  non-linear diffusion equation
Extensive v2DM study of the one-dimensional Hubbard model for large  lattice sizes: Exploiting translational invariance and parity
Effect of Dynamical Screening on Single Particle Spectral Features of  Uniaxially Strained Graphene: Tuning the Plasmaron Ring
Theory of helicity-sensitive terahertz radiation detection by field  effect transistors
Carnot process with a single particle
Structure and magnetism of disordered carbon
Electrically tunable three-dimensional g-factor anisotropy in single  InAs self-assembled quantum dots
Residual entropy of spin-s triangular Ising antiferromagnet
Symmetry-Protected Majorana Fermions in Topological Crystalline  Superconductors: Theory and Application to Sr2RuO4
Evidence for Cooper Pair Diffraction on the Vortex Lattice of  Superconducting Niobium
Spontaneous and resonant lifting of the spin blockade in nanowire  quantum dots
Proposed Graphene Nanospaser
Superconductivity of topological insulator Bi2Se3 at high pressures
Parallel pumping of magnetic vortex gyrations in spin-torque  nano-oscillators
Network Transfer Entropy and Metric Space for Causality Inference
