Quantum quasicrystals of spin-orbit coupled dipolar bosons
Non-Fermi liquid fixed point in a Wilsonian theory of quantum critical  metals
Probing real-space and time resolved correlation functions with  many-body Ramsey interferometry
Realistic Control of Network Dynamics
Pressure Driven Fermi surface reconstruction of chromium
Capturing self-propelled particles in a moving microwedge
Imprint of transition metal d-orbitals on graphene Dirac cone
Minimal spanning trees at the percolation threshold: a numerical  calculation
Strain-induced enhancement of coercivity in amorphous TbFeCo films
First-principles calculations of current-induced spin-transfer torques  in magnetic domain walls
The observation of diffraction phases in matter wave scattering
Effective Josephson dynamics in resonantly driven Bose-Einstein  condensates
Coexistence of Half-Metallic Itinerant Ferromagnetism with Local-Moment  Antiferromagnetism in Ba{0.60}K{0.40}Mn2As2
Attractive Tomonaga-Luttinger Liquid in a Quantum Spin Ladder
Perpendicular magnetization of Co20Fe50Ge30 films induced by MgO  interface
Resolving the effects of frequency dependent damping and quantum phase  diffusion in YBa$_2$Cu$_3$O$_{7-x}$ Josephson junctions
Islands of stability in motif distributions of random networks
First-principles theory and calculation of flexoelectricity
Do Se vacancies electron dope monolayer FeSe?
On the beneficial role of noise in resistive switching
Tkachenko polarons in vortex lattices
Coefficient of performance for a low-dissipation Carnot-like  refrigerator with nonadiabatic dissipation
Optimal and sub-optimal quadratic forms for non-centered Gaussian  processes
Ideal Desalination through Graphyne-4 Membrane: Nanopores for Quantized  Water Transport
Transport properties of the Coulomb-Majorana junction
Effect of encapsulated graphene oxide on alginate-based bead adsorption  to remove acridine orange from aqueous solutions
Spin filtering in a Rashba-Dresselhaus-Aharonov-Bohm double-dot  interferometer
Contact-free probing of interfacial charging and Debye-like charge  screening in SiO$_2$/PDI8-CN$_2$ systems by optical second harmonic  generation
Electric Field Effect Thermoelectric Transport in Individual Silicon and  Germanium/Silicon Nanowire
Elementary excitations probed by L-edge resonant inelastic x-ray  scattering in systems with weak and intermediate electron correlations
Dirac Fermions and Superconductivity in Homologous Structures  (AgxPb1-xSe)5(Bi2Se3)3m,m = 1,2
80hk Momentum Separation with Bloch Oscillations in an Optically Guided  Atom Interferometer
Shear thickening in concentrated suspensions: phenomenology, mechanisms,  and relations to jamming
Spin-1/2 XYZ model revisit: general solutions via off-diagonal Bethe  ansatz
Efficient linear-scaling quantum transport calculations on graphics  processing units and applications on electron transport in graphene
A new light on the breaking of uniaxial symmetry in nematics
Air transparent soundproof window
Magnetic and transport parameters of LSMO and YBCO/LSMO films deposited  on sapphire substrates
Analytical solution for the diffraction of an electromagnetic wave by a  graphene grating
First-principles study of the lattice dynamical properties of strontium  ruthenate
Correlation functions, universal ratios and Goldstone mode singularities  in n-vector models
Doping-Dependent Raman Resonance in the Model High-Temperature  Superconductor HgBa2CuO4+d
Investigation of Unique Total Ionizing Dose Effects in 0.2 um  Partially-Depleted Silicon-on-Insulator Technology
Parallelized Quantum Monte Carlo Algorithm with Nonlocal Worm Updates
Interplay between surface anisotropy and dipolar interactions in an  assembly of nanomagnets
The Two-Band Luttinger Liquid with Spin-Orbit Coupling: Applications to  Monatomic Chains on Surfaces
Monolayer Spontaneous Curvature of Raft-Forming Membrane Lipids
Local spin relaxation within the random Heisenberg chain
Anderson localization of a Majorana fermion
Growth and electrical characterization of  Al0.24Ga0.76As/AlxGa1-xAs/Al0.24Ga0.76As modulation-doped quantum wells with  extremely low x
Conducting boron sheets formed by the reconstruction of the α-boron  (111) surface
Phenomenology of Current-Induced Spin-Orbit Torques
Polymeric Frameworks as Organic Semiconductors with Controlled  Electronic Properties
Electronic fine structure in the nickel carbide superconductor  Th$_{2}$NiC$_{2}$
A method to extract pure Raman spectrum of epitaxial graphene on SiC
Phonon structure in dispersion curves and density of states of massive  Dirac Fermions
Direct and converse magnetoelectric effects in Metglas/LiNbO3/Metglas  trilayers
Formation of isolated islands by size-selected copper nanocluster  deposition
Langevin dynamics neglecting detailed balance condition
Lifshitz transitions and quasiparticle de-renormalization in  YbRh$_2$Si$_2$
Thermal electronic excitations in liquid metals
Vibrations in jammed solids: Beyond linear response
Topological surface state in the Kondo Insulator Samarium Hexaboride
Bunches of Random Cross-correlated Sequences
Two-component Bose gases with one-body and two-body couplings
Prolonged spontaneous emission and dephasing of localized excitons in  air-bridged carbon nanotubes
Plasticity and non-Schmid effects
Possibility of Deconfined Criticality in SU(N) Heisenberg Models at  Small N
A simple model of many-body localization
Analysis of slope-intercept plots for arrays of electron field emitters
Fate of CP(N-1) fixed points with q-monopoles
Transport via double constrictions in integer and fractional topological  insulators
Magnetic scattering and electron pair breaking by rare-earth-ion  substitution in BaFe2As2 epitaxial films
Checking the validity of truncating the cumulant hierarchy description  of a small system
Spin-controlled superconductivity and tunable triplet correlations in  graphene nanostructures
On the time scales in the approach to equilibrium of macroscopic quantum  systems
Optoelectronic response calculations in the framework of k.p coupled to  Non-equilibrium Green's functions for 1D systems in the ballistic limit
Periodic steps in the resistance vs. temperature characteristics of  doped graphite and graphene: evidence of superconductivity?
Self-Assembly on a Cylinder: A Model System for Understanding the  Constraint of Commensurability
Superparamagnetic response of Fe-coated W tips in spin-polarized  scanning tunneling microscopy
Correlations of heat and charge currents in quantum-dot thermoelectric  engines
Degenerate quantum gases of strontium
Size Dependence of Domain Pattern Transfer in Multiferroic  Heterostructures
Amplitude Fluctuations Driven by the Density of Electron Pairs within  Nanosize Granular Structuters inside Strongly Disordered Superconductors:  Evidence for a Shell-Like Effect
Direct derivation of microcanonical ensemble average from many-particle  quantum mechanics
Electronic excitations in the edge-shared relativistic Mott insulator:  Na$_2$IrO$_3$
Nonlinear thermovoltage and thermocurrent in quantum dots
Bond orientational ordering in liquids: Towards a unified description of  water-like anomalies, liquid-liquid transition, glass transition, and  crystallization
The Stacking in Bulk and Bilayer Hexagonal Boron Nitride
Hydrostatic pressure effect on Tc of new BiS2 based Bi4O4S3 and  NdO0.5F0.5BiS2 layered superconductors
Fluctuation Pressure of Biomembranes in Planar Confinement
Playing quantum hide-and-seek with the muon: localizing muon stopping  sites
The interplay of sedimentation and crystallization in hard-sphere  suspensions
The density of states of graphene underneath a metal electrode and its  correlation with the contact resistivity
Energy ordering of grain boundaries in Cr2O3: Insights from theory
Crossover from tumbling to tank-treading-like motion in dense simulated  suspensions of red blood cells
Model of hard spheroplatelets near a hard wall
A minimal model for acoustic forces on Brownian particles
Nonequilibrium glassy dynamics of self-propelled hard disks
Transport phenomena in helical edge states interferometers. A Green's  function approach
Theory of the plasma-wave photoresponse of a gated graphene sheet
