Chiral edge states and fractional charge separation in interacting  bosons on a Kagome lattice
Un-Fermi Liquids: Unparticles in Strongly Correlated Electron Matter
Do organic and other exotic superconductors fail universal scaling  relations?
Universal scaling in disordered systems and non-universal exponents
Atomistics of vapor-liquid-solid nanowire growth
Spin polarization of Ru in superconducting  Ba(Fe$_{0.795}$Ru$_{0.205}$)$_2$As$_2$ studied by x-ray resonant magnetic  scattering
Coexistence of the superconducting energy gap and pseudogap above and  below the transition temperature of superconducting cuprates
Kondo effect in monolayer and bilayer graphene: physical realizations of  the multi-channel Kondo models
Transport and the first passage time problem with application to cold  atoms in optical traps
Conditional statistical properties of the complex systems having  long-range interactions
Resonant peak splitting for graphene superlattices with one-dimensional  periodic potentials of square barriers
Scanning Gate Microscopy of Kondo Dots: Fabry-Pérot Interferences and  Thermally Induced Rings
First-principles generalized gradient approximation (GGA) +Ud+Up studies  of electronic structures and optical properties in cubic HfO2
Realizing Universal Majorana Fermionic Quantum Computation
Small-amplitude inhomogeneous plane waves in a deformed Mooney-Rivlin  material
Triezenberg-Zwanzig expression for the surface tension of a liquid drop
Thermal form factors of the XXZ chain and the large-distance asymptotics  of its temperature dependent correlation functions
Electronic Structure of a Two-Dimensional Graphene-Like Topological  Insulator, Bi14Rh3I9
Magnetic properties in layered (K, Rb and Cs)Co2Se2 with ThCr2Si2_type  structure
Classification of engineered topological superconductors
Ballistic spin transport in exciton gases
Nematics, Knots and Non-orientable Surfaces
Nanotube caps on Ni, Fe, and NiFe nano particles: A path to chirality  selective growth
Reconstruction of Tip-Surface Interactions with Multimodal  Intermodulation Atomic Force Microscopy
Weyl fermions and the anomalous Hall effect in metallic ferromagnets
Spin locking at the apex of nano-scale platinum tips
Electronic structure of the kagome staircase compounds Ni3V2O8 and  Co3V2O8
Design of a Lambda system for population transfer in superconducting  nanocircuits
Mean-field embedding of the dual fermion approach for correlated  electron systems
Charge and spin supercurrents in triplet  superconductor--ferromagnet--singlet superconductor Josephson junctions
Changing topology by topological defects in three-dimensional  topologically ordered phases
FIT-MART: Quantum Magnetism with a Gentle Learning Curve
Ab initio calculations of phonon spectra in ATiO3 perovskite crystals (A  = Ca, Sr, Ba, Ra, Cd, Zn, Mg, Ge, Sn, Pb)
Multifractality and quantum-to-classical crossover in the Coulomb  anomaly at the Mott-Anderson metal-insulator transition
Magneto-optical conductivity of Weyl semimetals
Searching for Topological Degeneracy in the Hubbard Model with Quantum  Monte Carlo
Microscopic model for the boson integer quantum Hall effect
Predicted Rectification and Negative Differential Spin Seebeck Effect at  Magnetic Interfaces
Power spectrum of electronic heat current fluctuations
Conductance of partially disordered graphene: Crossover from  temperature-dependent to field-dependent variable-range hopping
Spin Caloritronics in graphene with Mn
Tuning the charge-transfer energy in hole-doped cuprates
Observation of non-sinusoidal current-phase relation in graphene  Josephson junctions
Antiferromagnetic states and phase separation in doped AA-stacked  graphene bilayers
Coupled Spin and Pseudo-magnetic Field in Graphene Nanoribbons
Magnetic and electric properties of CaMn7O12 based multiferroic  compounds: effect of electron doping
Numerical Study on Spontaneous Symmetry Breaking in a XY Quantum  Antiferromagnet on a Finite Triangular Lattice
Imaging magnetoelectric subbands in ballistic constrictions
Atomistic Mechanism from Vacancy Trapped H/He Atoms to Initiation of  Bubble in W under Low Energy Ions Irradiation
Effective doping of carbon nanotubes in phosphor and observation of  bright electroluminescence by field enhanced hot electron injection
Synthesis of Long-T1 Silicon Nanoparticles for Hyperpolarized 29Si  Magnetic Resonance Imaging
Exact periodic and solitonic states in the spinor condensates
Gaussian Quadrature and Lattice Discretization of the Fermi-Dirac  Distribution for Graphene
Disordered exclusion process revisited: some exact results in the  low-current regime
Higgs Amplitude Mode in BCS Superconductors Nb$_{1-x}$Ti$_{x}$N induced  by Terahertz Pulse Excitation
Monte Carlo Tests of Nucleation Concepts in the Lattice Gas Model
Density Functional Theory for Superconductors with Particle-hole  Asymmetric Electronic Structure
Currents and pseudomagnetic fields in strained graphene rings
