Two distinct spin liquid states in a layered cubic lattice
Supersolid states in a hard-core Bose-Hubbard model on a layered  triangular lattice
Conducting fixed points for inhomogeneous quantum wires: a conformally  invariant boundary theory
Single crystal growth and characterization of the large-unit-cell  compound Cu13Ba
One dimensional massless Dirac bands in semiconductor superlattices
Solution to sign problems in half-filled spin-polarized electronic  systems
Dilute Magnetism and Spin-Orbital Percolation Effects in Rh-doped  Sr2IrO4
Large spin splitting in the conduction band of transition metal  dichalcogenide monolayers
A multiphase constitutive modeling framework for unsaturated soil  behavior
Screening Charged Impurities and Lifting the Orbital Degeneracy in  Graphene by Populating Landau Levels
The effect of optical lattice heating on the momentum distribution of a  1D Bose gas
Coherent Magnetism and Spin-Orbit Interaction in Garnet Films Probed  with Femtosecond Magneto-Optical Four Wave Mixing
The Correlation Potential of a Test Ion Near a Strongly Charged Plate
Anomalous D'yakonov-Perel' spin relaxation in InAs (110) quantum wells  under strong magnetic field: role of Hartree-Fock self-energy
Universal short-time quantum critical dynamics in imaginary time
A DFT study of structural, dynamical properties and quasiparticle band  structure of solid nitromethane
Thermo-magnonic diode: rectification of energy and magnetization  currents
Temperature - pressure phase diagram of CeCoSi: Pressure induced  high-temperature phase
New Li-Ethylenediamine-Intercalated Superconductor  Li$_x$(C$_2$H$_8$N$_2$)$_y$Fe$_{2-z}$Se$_2$ with $T_c$ = 45 K
Lattice dynamics and electronic structure of energetic solids LiN3 and  NaN3: A first principles study
Plasmons in metallic monolayer and bilayer transition metal  dichalcogenides
Effect of Se doping in recently discovered layered Bi4O4S3  Superconductor
Dynamical Image Charge Effect in Molecular Tunnel Junctions: Beyond  Energy Level Alignment
Nonlinear Optical Probe of Indirect Excitons
Andreev spectroscopy of CrO$_{2}$ thin films on TiO$_{2}$ and  Al$_{2}$O$_{3}$
Pushing the limits of the eigenstate thermalization hypothesis towards  mesoscopic quantum systems
Inhomogeneous phases in one-dimensional mass- and spin-imbalanced Fermi  gases
Superconducting complementary metasurfaces for THz ultrastrong  light-matter coupling
On the typical properties of inverse problems in statistical mechanics
Domain wall displacement by remote spin-current injection
Thermodynamic Self Assembly of Two-Dimensional pi-Conjugated  Metal-Porphyrin Covalent Organic Frameworks by On-Site Equilibrium  Polymerization
Strain-Tunable Magnetocrystalline Anisotropy in Epitaxial Y3Fe5O12 Thin  Films
Magnetism in nanoparticle LaCoO3
Fermi liquid breakdown and evidence for superconductivity in  YFe$_2$Ge$_2$
Design of a millimetre-scale magnetic surface trap for cold atoms
Charge density and conductivity of disordered Berry-Mondragon graphene  nanoribbons
Quantum-Limited Amplification via Reservoir Engineering
The Partially-Split Hall Bar: Tunneling in the Bosonic Integer Quantum  Hall Effect
Superfluid Spin Transport through Easy-Plane Ferromagnetic Insulators
Strong enhancement of bulk superconductivity by engineered  nanogranularity
Charge, spin and lattice effects in the spin-Peierls ground state of  MEM(TCNQ)$_2$
Coupling of magnetic order to planar Bi electrons in the anisotropic  Dirac metals AMnBi2 (A = Sr, Ca)
Performance of soft dielectric laminated composites
Creep dynamics of viscoelastic interfaces
Fabrication of high quality GaN nanopillar arrays by dry and wet  chemical etching
Temperature dependent nucleation and propagation of domain walls in a  sub-100 nm perpendicularly magnetized Co/Ni multilayer
Surface Alignment, Anchoring Transitions, Optical Properties, and  Topological Defects in the Thermotropic Nematic Phase of an Organo-Siloxane  Tetrapodes
Interface-induced magnetism in perovskite quantum wells
Giant fluctuations of local magnetoresistance of organic spin valves and  non-hermitian 1D Anderson model
Orbital Magnetism Induced by Heat Currents in Mott insulators
Charge-cluster glass in an organic conductor
Resonantly exited precession motion of three-dimensional vortex core in  magnetic nanospheres
Attraction, Merger, Reflection, and Annihilation in Magnetic Droplet  Soliton Scattering
Experimental evidence for direct insulator-quantum Hall transition in  multi-layer graphene
Stimulation of a Singlet Superconductivity in SFS Weak Links by  Spin-Exchange Scattering of Cooper Pairs
Low-Frequency Quantum Oscillations due to Strong Electron Correlations
Quantum-ring spin interference device tuned by quantum point contacts
Measurement of segmental mobility during constant strain rate  deformation of a poly(methyl methacrylate) glass
Quantifying force networks in particulate systems
Exploration and Research on the New Mixed-Mechanism of Superconductors
Exact solution of the one-dimensional Hubbard model with arbitrary  boundary magnetic fields
Magneto--optical matter wave Bragg diffraction
Quantum phases of a one-dimensional dipolar Fermi gas
s-wave pairing in the optimally-doped LaO0.5F0.5BiS2 superconductor
Two-electron state from the Floquet scattering matrix perspective
Defect-induced conductivity anisotropy in MoS2 monolayers
Complex and strongly anisotropic magnetism in the pure spin system  EuRh2Si2
Critical Thickness Ratio for Buckled and Wrinkled Fruits and Vegetables
Conducting and insulating LaAlO$_3$/SrTiO$_3$ interfaces: A comparative  surface photovoltage investigation
Magnetization distribution and orbital moment in the non-Superconducting  Chalcogenide Compound K0.8Fe1.6Se2
Classification of Two Dimensional Topological Crystalline  Superconductors and Majorana Bound States at Disclinations
Specific features of electric charge screening in few-layer graphene  films
A completely cofacial organic semiconductor
Thickness-dependent ferromagnetic metal to paramagnetic insulator  transition in La$_{0.6}$Sr$_{0.4}$MnO$_3$ thin films studied by x-ray  magnetic circular dichroism
A highly-ordered, high mobility organic semiconductor grown from a  mesophase: A test of polaron band theory
Optical Lattice Emulators: Bose and Fermi Hubbard Models
Theory of nonlinear phononics for coherent light-control of solids
Majorana fermions in $T$-shaped semiconductor nanostructures
Artificial Synapse Network on Inorganic Proton Conductor for  Neuromorphic Systems Applications
Novel behavior of upper critical field due to nematic order in $d$-wave  superconductors
Subgap Two-Photon States in Polycyclic Aromatic Hydrocarbons: Evidence  for Strong Electron Correlations
Magnetic interactions in the Martensitic phase of Mn rich Ni-Mn-In shape  memory alloys
Top eigenvalue of a random matrix: large deviations and third order  phase transition
Surface resistivity of hydrogenated amorphous carbon films: Existence of  intrinsic graphene on its surface
Competing magnetism in $π$ electrons in graphene with a single carbon  vacancy
Resonance, Fermi surface topology, and Superconductivity in Cuprates
Dimerizations in spin-$S$ antiferromagnetic chains with three-spin  interaction
Fermion condensate generates a new state of matter by making flat bands
Absence of broken time reversal symmetry beneath the surface of YBCO  films
Time asymmetry of the Kramers equation with nonlinear friction:  fluctuation-dissipation relation and ratchet effect
Reunion probabilities of $N$ one-dimensional random walkers with mixed  boundary conditions
Non-local spectroscopy of Andreev bound states
Flux saturation length of sediment transport
Atomically perfect torn graphene edges and their reversible  reconstruction
Large magnetocapacitance in electronic ferroelectric manganite systems
Non-reciprocal Oersted field contribution to the current-induced  frequency shift of magnetostatic surface waves
Probing the wavefunction of the surface states in Bi$_2$Se$_3$  topological insulator: a realistic tight-binding approach
Shape resonances and shell effects in thin-film multiband  superconductors
Cooling by heating in a mesoscopic two-state device
Weak symmetry breaking in two dimensional topological insulators
Bosonic thermoelectric transport and breakdown of universality
Comment on "Thermodynamic properties of rock-salt ZnO" by Leitner et al.  [Thermochimica Acta 572 (2013) 1-5]
The renormalization flow of the hierarchical Anderson model at weak  disorder
Carrier localization and electronic phase separation in a doped  spin-orbit driven Mott phase in Sr3(Ir1-xRux)2O7
Engineering nonlinear response of nanomaterials using Fano resonances
Perturbed vortex lattices and the stability of nucleated topological  phases
Fermi surface in the hidden-order state of URu$_2$Si$_2$ under intense  pulsed magnetic fields up to 81~T
Enzymatic AND Logic Gate with Sigmoid Response Induced by  Photochemically Controlled Oxidation of the Output
Influence of lithium doping on the thermodynamic properties of graphene  based superconductors
A numerical model for the trans-membrane voltage of vesicles
Electron Energy Loss Function of Silicene and Germanene Multilayers on  Silver
Interplay of many-body and single-particle interactions in iridates and  rhodates
Electric charge and potential distribution in twisted multilayer  graphene
Two-dimensional superfluidity of exciton-polaritons requires strong  anisotropy
Critical integer quantum Hall topology and the integrable Maryland model  as a topological quantum critical point
Spin-Resolved Self-Doping Tunes the Intrinsic Half-Metallicity of AlN  Nanoribbons
Anisotropic g factor in InAs self-assembled quantum dots
Switching of perpendicular magnetization by spin-orbit torques in the  absence of external magnetic fields
Nonequilibrium Kinetic Study of Sintering of Dispersed Nanoparticles
Effect of disorder on the resistivity anisotropy near the electronic  nematic phase transition in pure and electron-doped BaFe$_2$As$_2$
A Unified Mechanism for Hydrogen Trapping at Metal Vacancies
Microcanonical work and fluctuation relations for an open system: An  exactly solvable model
Mixed valency and site-preference chemistry for Cerium and its  compounds: A predictive DFT study
Optical Spectrum of MoS${}_2$: Many-body Effects and Diversity of  Exciton States
Donor and Acceptor Levels in Semiconducting Transition Metal  Dichalcogenides
Spin accumulation detection of FMR driven spin pumping in silicon-based  metal-oxide-semiconductor heterostructures
