of,5615
in,4836
the,3324
and,2753
a,2252
quantum,1052
for,953
on,934
with,744
model,696
to,592
spin,569
magnetic,541
phase,499
by,452
dynamics,420
systems,398
an,380
effect,367
transition,360
theory,357
field,321
properties,299
at,281
from,280
electron,272
states,270
effects,269
transport,257
superconducting,242
study,240
lattice,230
two-dimensional,223
bose-einstein,218
superconductors,215
structure,212
temperature,212
critical,206
random,204
state,203
charge,191
optical,188
superconductivity,184
approach,182
system,179
gas,178
hall,169
density,167
energy,165
fluctuations,162
high,161
models,160
networks,160
transitions,158
electronic,156
scattering,156
surface,151
single,149
vortex,146
between,145
behavior,144
interaction,142
two,141
films,139
scaling,138
as,135
condensates,133
ferromagnetic,130
molecular,130
order,127
current,125
superconductor,123
interactions,121
induced,117
through,117
relaxation,116
one-dimensional,115
granular,114
disordered,113
dynamical,110
analysis,110
liquid,109
tunneling,109
noise,107
finite,105
distribution,102
coupling,102
coupled,102
anisotropic,101
dots,101
comment,100
thin,100
thermal,100
correlations,100
resonance,97
structures,95
carbon,95
fields,94
new,93
dot,93
stochastic,92
local,92
josephson,92
formation,92
crystals,92
condensate,91
chain,91
fermi,90
dependence,90
interacting,90
near,88
heisenberg,88
hubbard,88
conductivity,88
atomic,88
complex,87
equation,87
ising,87
nonlinear,87
correlation,86
under,86
statistics,86
correlated,85
glass,85
using,84
time,84
statistical,83
bose,83
disorder,82
spectroscopy,82
symmetry,82
method,82
excitations,81
2d,81
diffusion,80
heat,79
anomalous,79
large,79
exact,79
low,77
monte,77
dimensional,77
carlo,76
kondo,76
wave,76
driven,75
semiconductor,75
mgb2,75
electrons,75
mesoscopic,75
-,75
doped,74
exchange,74
network,74
simulations,73
dimensions,73
diagram,73
oscillations,72
lattices,72
magnetization,72
metal,71
growth,71
spectra,71
function,70
chains,70
structural,69
ordering,69
gases,69
gap,68
dynamic,68
potential,67
conductance,67
effective,67
application,67
point,67
orbital,66
cuprates,66
localization,66
group,64
evidence,64
response,64
matrix,64
semiconductors,63
nanotubes,63
regime,63
pressure,62
antiferromagnetic,62
entanglement,62
entropy,62
renormalization,61
crystal,61
phases,61
simulation,61
strongly,61
role,60
limit,59
junctions,59
surfaces,59
anisotropy,58
universal,58
resonant,58
functions,57
evolution,57
classical,57
atoms,57
thermodynamic,57
particle,57
equilibrium,57
waves,57
periodic,56
boundary,56
glasses,55
stability,55
flow,55
fermion,55
numerical,55
modes,54
polymer,54
metallic,54
double,54
measurements,53
versus,53
its,53
spectrum,53
magnetoresistance,52
thermodynamics,52
extended,52
ferromagnetism,52
functional,52
normal,52
information,52
coulomb,52
superfluid,51
x-ray,51
small,51
presence,51
d-wave,51
frustrated,51
fermions,50
coherent,50
fluid,50
mott,50
based,50
molecules,50
trapped,50
liquids,50
strong,49
approximation,49
nonequilibrium,49
spectral,49
weak,49
:,49
currents,49
0,49
separation,49
influence,49
equations,48
impurity,48
percolation,48
ground,48
instability,48
crossover,48
flux,48
collective,48
distributions,47
measurement,47
electric,47
observation,47
dna,47
microwave,47
phonon,47
condensation,46
wires,46
kinetic,46
domain,46
qubits,46
fractional,46
materials,45
turbulence,45
manganites,45
simple,45
novel,45
linear,45
generalized,45
polarization,45
pairing,45
long-range,45
solutions,44
due,44
topological,44
inhomogeneous,44
clusters,44
confined,44
process,44
solution,43
elastic,43
silicon,43
doping,43
aging,43
matter,43
description,43
mn,43
rotating,43
x,43
asymmetric,43
three-dimensional,42
processes,42
quasiparticle,42
origin,42
calculations,42
size,42
interface,42
band,41
frequency,41
protein,41
is,41
melting,41
1d,41
space,41
force,41
charged,41
possible,40
decoherence,40
mixtures,40
dilute,40
arrays,40
first,40
results,40
temperatures,39
laser,39
si,39
mean-field,39
bilayer,39
organic,39
fluctuation,39
ii,39
magnetism,39
level,39
studies,39
nuclear,38
cuprate,38
antiferromagnet,38
anderson,38
memory,38
particles,38
impurities,38
inelastic,38
dependent,38
2,38
universality,37
cluster,37
binary,37
long,37
free,37
market,37
layered,37
motion,36
electron-phonon,36
vortices,36
many-body,36
media,36
mechanics,36
composite,36
wells,36
chaotic,36
discrete,36
intrinsic,36
landau,36
unconventional,36
metals,36
heavy,35
reply,35
polymers,35
solid,35
junction,35
qubit,35
electrical,35
via,35
range,35
calculation,35
one,35
diluted,35
microscopic,35
dissipative,35
weakly,35
applications,35
nature,35
adsorption,34
control,34
bound,34
direct,34
susceptibility,34
non-equilibrium,34
law,34
planar,34
three,34
transverse,34
number,34
hamiltonian,34
ring,33
length,33
model:,33
problem,33
soft,33
spin-orbit,33
raman,33
pseudogap,33
metal-insulator,33
geometry,33
zero,33
pair,33
bulk,33
spontaneous,33
feshbach,33
negative,33
some,32
transfer,32
dielectric,32
behaviour,32
scale-free,32
mechanism,32
chiral,32
potentials,32
mean,32
physics,32
hard,32
nanotube,32
power,32
=,32
breaking,32
mode,32
conditions,32
data,32
external,32
transistors,32
mechanical,31
amorphous,31
insulator,31
velocity,31
type,31
macroscopic,31
edge,31
pinning,31
array,31
expansion,31
dephasing,31
graphs,31
criticality,30
generation,30
bosons,30
fluids,30
tunnel,30
hole,30
multiple,30
experimental,30
colloidal,30
gauge,30
rings,30
light,30
defects,30
transistor,30
ballistic,30
dense,29
heterostructures,29
specific,29
field-induced,29
algorithm,29
investigation,29
coexistence,29
phenomena,29
methods,29
andreev,29
solitons,29
glassy,29
within,29
their,29
systems:,29
spin-1/2,29
phonons,28
first-principles,28
interfaces,28
parallel,28
resonances,28
radiation,28
enhancement,28
modeling,28
nanostructures,28
excitation,28
wall,28
fluctuating,28
shear,28
coherence,28
detection,28
parameter,27
nonextensive,27
transmission,27
degenerate,27
3,27
proximity,27
al,27
i,27
splitting,27
high-temperature,27
different,27
open,27
resistivity,27
co,27
nematic,27
n,27
high-tc,27
topology,26
continuous,26
nucleation,26
oxygen,26
or,26
dissipation,26
vibrational,26
theoretical,26
spatial,26
conductors,26
fractal,26
decay,26
line,26
film,26
antiferromagnetism,26
two-band,26
ensembles,26
contacts,26
shot,26
contact,26
acoustic,25
underdoped,25
infrared,25
theories,25
001,25
rate,25
neutron,25
moment,25
resistance,25
theorem,25
chaos,25
persistent,25
quasi-one-dimensional,25
tc,25
cu,25
slow,25
kinetics,25
compound,25
suppression,25
absorption,24
hybrid,24
ordered,24
class,24
layers,24
photoemission,24
interference,24
beyond,24
xy,24
nanoscale,24
giant,24
probe,24
scale,24
1,24
compounds,24
two-component,24
dimer,24
instabilities,24
factor,23
diffraction,23
wire,23
probing,23
supercooled,23
ladder,23
excited,23
static,23
spherical,23
enhanced,23
mass,23
bosonic,23
in-plane,23
devices,23
111,23
perturbation,23
points,23
molecule,23
nmr,23
magnets,23
relation,23
pattern,23
helium,23
switching,23
t-j,23
boltzmann,23
propagation,23
adiabatic,23
financial,23
single-electron,23
layer,22
corrections,22
shape,22
competing,22
antiferromagnets,22
ac,22
without,22
deposition,22
ultracold,22
mixture,22
trap,22
fermionic,22
magnet,22
patterns,22
ferromagnets,22
impact,22
ga,22
environment,22
interplay,22
into,22
harmonic,22
jahn-teller,22
computation,22
triangular,22
momentum,22
luttinger,22
gaas,21
injection,21
boson,21
3d,21
square,21
computer,21
boundaries,21
alloys,21
localized,21
stripes,21
physical,21
social,21
stock,21
related,21
reversal,21
clustering,21
atom,21
continuum,21
o,21
attractive,21
1-x,21
neural,21
oxide,21
exclusion,21
well,21
comparison,21
hopping,21
characteristics,21
vs,21
small-world,20
capacity,20
traffic,20
exponents,20
conduction,20
infinite,20
determination,20
insulating,20
peak,20
forces,20
proteins,20
ab,20
dots:,20
bilayers,20
electromagnetic,20
mixing,20
laws,20
directed,20
ensemble,20
s=1/2,20
reflection,20
integral,20
arbitrary,20
integrable,20
itinerant,20
cold,20
self-organized,20
production,20
aharonov-bohm,20
nanowires,20
type-ii,20
variational,20
semiclassical,20
self-consistent,20
towards,19
optimization,19
reduction,19
exciton,19
manganite,19
spin-polarized,19
quasiparticles,19
treatment,19
initio,19
general,19
penetration,19
problems,19
--,19
hidden,19
hydrogen,19
about,19
anomalies,19
studied,19
holes,19
bond,19
folding,19
series,19
competition,19
ni,19
cooling,19
principles,19
wigner,19
hydrodynamic,19
diffusive,19
water,19
blockade,19
second,19
analytical,19
d,19
ferromagnet,19
mechanisms,19
condensed,18
dimension,18
superlattices,18
how,18
scanning,18
microscopy,18
matrices,18
dipole,18
relations,18
defect,18
depth,18
pairs,18
ferroelectric,18
low-temperature,18
minority,18
insulators,18
metastable,18
medium,18
grain,18
mixed,18
threshold,18
breakdown,18
ansatz,18
finite-size,18
parameters,18
crystalline,18
pumping,18
principle,18
deformation,18
nanoparticles,18
complexity,18
strain,17
during,17
fully,17
spins,17
mobility,17
quasi,17
barrier,17
ultrafast,17
low-energy,17
short,17
dispersion,17
triplet,17
freezing,17
solids,17
fe,17
excitonic,17
signatures,17
5,17
la0,17
substrates,17
excitons,17
paramagnetic,17
voltage,17
bedt-ttf,17
imaging,17
su,17
4,17
bethe,17
walks,17
cooper,17
experiments,17
time-dependent,17
asymptotic,16
?,16
oxides,16
gaussian,16
electron-doped,16
counting,16
steady,16
symmetric,16
probability,16
alloy,16
pb,16
neutral,16
ideal,16
technique,16
photonic,16
thermoelectric,16
full,16
friction,16
controlled,16
y,16
computing,16
what,16
angular,16
cavity,16
conductor,16
aspects,16
levels,16
cubic,16
moving,16
dipolar,16
observed,16
ginzburg-landau,16
fast,16
filling,16
modelling,16
mediated,16
features,16
walls,16
symmetries,16
quantization,16
global,16
maximum,16
revisited,16
conformal,16
noisy,16
power-law,16
polaron,16
game,16
path,16
graphite,16
experiment,16
polarized,15
annihilation,15
dark,15
reaction,15
circular,15
c,15
landscape,15
screening,15
below,15
ion,15
quenched,15
entangled,15
quantized,15
algorithms,15
angle,15
et,15
ybco,15
spin-glass,15
games,15
canonical,15
population,15
case,15
are,15
exactly,15
solvable,15
stripe,15
polar,15
prediction,15
very,15
stationary,15
bloch,15
nodal,15
rates,15
fano,15
real,15
collapse,15
geometric,15
potts,15
valence,15
internal,15
rashba,15
loop,15
absence,14
pyrochlore,14
stm,14
shift,14
higher,14
soliton,14
polyelectrolyte,14
hysteresis,14
inversion,14
chemical,14
across,14
repulsive,14
brownian,14
markets,14
emission,14
multilayers,14
artificial,14
design,14
orientation,14
damping,14
spin-1,14
oscillatory,14
modified,14
multifractal,14
part,14
flows,14
characterization,14
measuring,14
non,14
times,14
s,14
stress,14
synthesis,14
differential,14
superfluidity,14
measure,14
sr,14
heterogeneous,14
isotropic,14
loss,14
picture,14
traps,14
electron-hole,13
minimal,13
m,13
annealing,13
elasticity,13
pure,13
spin-dependent,13
singlet,13
search,13
wetting,13
spreading,13
hydrodynamics,13
coefficients,13
energies,13
efficient,13
inhomogeneities,13
exponent,13
boson-fermion,13
ge,13
gaps,13
distortion,13
pulsed,13
strained,13
bcs,13
plasmon,13
unified,13
stable,13
replica,13
electron-electron,13
channels,13
onset,13
substitution,13
around,13
integer,13
energetics,13
superconductors:,13
color,13
carrier,13
spin-charge,13
scales,13
diagrams,13
intermediate,13
ca,13
perovskite,13
polycrystalline,13
probed,13
amplitude,13
short-range,13
networks:,13
plane,13
reaction-diffusion,12
growing,12
species,12
generalization,12
maps,12
synchronization,12
frustration,12
110,12
loops,12
ab-initio,12
sampling,12
moments,12
fluctuation-dissipation,12
spinor,12
upper,12
connection,12
$,12
deterministic,12
creation,12
spheres,12
cyclotron,12
lines,12
cellular,12
low-dimensional,12
derivation,12
implications,12
depinning,12
site,12
evolutionary,12
perovskites,12
single-molecule,12
formalism,12
xxz,12
numbers,12
gate,12
non-linear,12
van,12
suspensions,12
spatially,12
lattice:,12
density-functional,12
constant,12
persistence,12
why,12
la,12
not,12
modulated,12
absorbing,12
left-handed,12
limited,12
on:,12
reactions,12
s-wave,12
bose-fermi,12
self-gravitating,12
precession,12
cooperative,12
fundamental,12
configurations,12
duality,12
naxcoo2,12
isotope,12
charge-density-wave,12
highly,11
arpes,11
positive,11
ionic,11
colossal,11
factors,11
ground-state,11
tunnelling,11
room,11
representation,11
violation,11
source,11
membrane,11
lennard-jones,11
two-level,11
pulse,11
samples,11
ice,11
selection,11
/,11
turbulent,11
region,11
polarons,11
unusual,11
nanopillars,11
upon,11
many,11
core,11
grown,11
comments,11
magneto-optical,11
trees,11
lasers,11
magnetotransport,11
various,11
rapidly,11
can,11
reconstruction,11
operators,11
oscillators,11
ii:,11
gates,11
roughness,11
leads,11
solid-state,11
depletion,11
zero-resistance,11
ladders,11
rule,11
uniform,11
epitaxial,11
nernst,11
test,11
does,11
fronts,11
self-assembled,11
k,11
homogeneous,11
inverse,11
fields:,11
first-order,11
langevin,11
over,11
analytic,11
current-driven,11
tunable,11
steps,11
aggregation,11
u,11
sound,11
qcd,11
plasma,10
jamming,10
gels,10
refraction,10
developed,10
binding,10
colloids,10
average,10
transformation,10
sequential,10
compact,10
segregation,10
third,10
interfacial,10
massive,10
falicov-kimball,10
comparative,10
active,10
half-filled,10
muon,10
intermittency,10
pump,10
current-induced,10
phys,10
terahertz,10
broken,10
p,10
dc,10
optimal,10
spin-orbital,10
walk,10
au,10
inhomogeneity,10
hierarchy,10
invariant,10
string,10
quasiperiodic,10
limits,10
superlattice,10
biological,10
bands,10
entropic,10
realistic,10
kagome,10
rigid,10
performance,10
iii-v,10
fixed,10
$^4$he,10
biased,10
action,10
lateral,10
lattices:,10
thin-film,10
hierarchical,10
curie,10
invariance,10
realization,10
zno,10
above,10
formula,10
viscous,10
nanocrystals,10
formulation,10
tilted,10
view,10
manipulation,10
processing,10
r,10
bubble,10
vibrations,10
computational,10
nonlocal,10
material,10
rotational,10
densities,10
mgb$_2$,10
orders,10
porous,10
regimes,10
price,10
epidemic,9
low-frequency,9
world,9
example,9
deformations,9
non-adiabatic,9
thickness,9
t,9
ratchet,9
fracture,9
contributions,9
cuprates:,9
dichroism,9
term,9
cycles,9
superfluids,9
magnon,9
irradiation,9
1/f,9
gas:,9
magnetoresistive,9
structures:,9
us,9
metastability,9
catalytic,9
overdoped,9
berry,9
2003,9
reentrant,9
existence,9
perturbative,9
repulsion,9
introduction,9
copper,9
100,9
step,9
understanding,9
asymmetry,9
learning,9
gravitational,9
breathers,9
signature,9
connectivity,9
escape,9
relevance,9
carriers,9
shapes,9
no,9
signal,9
recombination,9
finite-temperature,9
tsallis,9
silver,9
ag,9
columnar,9
assisted,9
microcanonical,9
schottky,9
interlayer,9
nuclei,9
rare,9
anomaly,9
curved,9
simultaneous,9
filled,9
thermally,9
partially,9
spin-boson,9
structured,9
improved,9
irreversibility,9
vector,9
photon,9
charges,9
gradient,9
models:,9
angle-resolved,9
confinement,9
quantitative,9
driving,9
other,9
geometrically,9
tails,9
i:,9
electrostatic,9
star,9
gravity,9
lyapunov,9
sodium,9
edges,9
measures,9
flat,9
disk,9
time-reversal,9
gold,9
variable,9
tuning,9
shock,9
bi,9
nanotubes:,9
rabi,9
approaches,9
point-contact,9
pd,9
along,9
wealth,9
logarithmic,9
lowest,9
schrodinger,9
emergence,9
drag,9
efficiency,9
spin-triplet,9
single-particle,9
embedded,9
front,8
channel,8
constraints,8
elementary,8
gross-pitaevskii,8
sites,8
relativistic,8
pr,8
nd,8
modulation,8
sandpile,8
noise-induced,8
c-axis,8
vacuum,8
packing,8
n-type,8
charge-ordered,8
superconductor:,8
substrate,8
liquids:,8
deconfinement,8
o3,8
scheme,8
particles:,8
constants,8
tight-binding,8
+,8
magnetically,8
non-extensive,8
broadening,8
anharmonic,8
squeezing,8
nanomechanical,8
resonators,8
parametric,8
fluctuations:,8
rna,8
inas,8
strategy,8
translocation,8
sphere,8
s=1,8
c60,8
geometrical,8
terms,8
initial,8
changes,8
renormalisation,8
microscope,8
radiation-induced,8
adaptive,8
volume,8
stabilization,8
perspective,8
singularity,8
four,8
der,8
waals,8
barriers,8
correction,8
recent,8
rectangular,8
applied,8
membranes,8
scenario,8
earth,8
surfaces:,8
atom-molecule,8
losses,8
unitary,8
circuits,8
inside,8
paths,8
measured,8
space-time,8
ageing,8
tension,8
multilayer,8
stiffness,8
behaviors,8
compression,8
effect:,8
map,8
5mno3,8
community,8
hot,8
bogoliubov,8
einstein,8
coefficient,8
lifshitz,8
matter-wave,8
single-walled,8
clusters:,8
heavy-fermion,8
curvature,8
interferometer,8
ratio,8
semiflexible,8
field:,8
casimir,8
schrödinger,8
out,8
survival,8
normal-state,8
degrees,8
non-fermi,8
optics,8
cuo,8
produced,8
ions,8
three-body,8
jumps,8
sherrington-kirkpatrick,8
form,8
device,8
fabrication,8
na$_{0,8
nanoparticle,8
possibility,8
coo,8
self-assembly,8
photoluminescence,8
ii-vi,8
communication,7
gene,7
pentacene,7
means,7
extension,7
half,7
pulses,7
all,7
compressible,7
impedance,7
degree,7
weight,7
borocarbides,7
magnetic-field,7
damage,7
systematic,7
donor,7
1/2,7
spin-peierls,7
ce,7
excess,7
chemically,7
containing,7
system:,7
rotation,7
acceleration,7
cooper-pair,7
oscillator,7
green,7
fokker-planck,7
hydrostatic,7
frequencies,7
icosahedral,7
meissner,7
lightly,7
staggered,7
characteristic,7
bath,7
variation,7
viscosity,7
sequences,7
human,7
phenomenon,7
billiards,7
copolymer,7
basic,7
pr0,7
failure,7
integrals,7
self-avoiding,7
silica,7
sensitivity,7
among,7
collisions,7
twist,7
algebra,7
modification,7
longitudinal,7
bundles,7
links,7
black,7
sine-gordon,7
expansions,7
independent,7
zeros,7
groups,7
subwavelength,7
software,7
analog,7
associative,7
b,7
electrochemical,7
rules,7
nanowire,7
non-abelian,7
bec,7
concentration,7
natural,7
supercurrent,7
quasi-1d,7
transient,7
sum,7
dirty,7
separated,7
lengths,7
alternative,7
interstitial,7
hydrophobic,7
values,7
vertex,7
review,7
profile,7
ratios,7
cell,7
composites,7
field-effect,7
rods,7
crystals:,7
basis,7
content,7
fragmentation,7
feedback,7
clustered,7
dimerization,7
traveling,7
mutual,7
d-density,7
sea,7
caused,7
distortions,7
rheology,7
droplet,7
distance,7
mapping,7
relaxor,7
<,7
resolved,7
oscillation,7
reduced,7
delay,7
activity,7
activation,7
strong-coupling,7
disks,7
phenomenological,7
incommensurate,7
bistable,7
route,7
green's,7
films:,7
microcavities,7
nb,7
background,7
hamiltonians,7
ratchets,7
economy,7
rapid,7
frozen,7
area,7
islands,7
2-x,7
suspended,7
locking,7
situ,7
dimensionality,7
tapes,7
hexagonal,7
curves,7
perpendicular,7
error,7
rectification,7
spiral,7
nonmagnetic,7
sr2ruo4,7
htsc,7
crystal-field,7
twisted,7
opinion,7
alternating,7
rough,7
na,7
delayed,7
difference,7
sheared,7
mode-coupling,7
close,7
component,7
waveguides,7
graph,7
