Percolation of functionalized colloids on patterned substrates
Scaling and data collapse from local moments in frustrated disordered  quantum spin systems
Roles of chiral renormalization on magnetization dynamics in chiral  magnets
Floquet Quantum Criticality
Criteria for protected edge modes with $\mathbb{Z}_2$ symmetry
Efficient preparation of non-trivial quantum states using the Quantum  Approximate Optimization Algorithm
Geometric quench and nonequilibrium dynamics of fractional quantum Hall  states
Time-Dependent Strain in Graphene
Glass transition temperature of PMMA/modified alumina nanocomposite:  Molecular dynamic study
Casimir force in dense confined electrolytes
Ultrafast heat flow in heterostructures of Au nanoclusters on  thin-films: atomic-disorder induced by hot electrons
Coarse-grained dynamics of operator and state entanglement
Active Matter Class with Second-Order Transition to Quasi-Long-Range  Polar Order
Efficient sampling of reversible cross-linking polymers: Self-assembly  of single-chain polymeric nanoparticles
Critical behavior of magnetization in URhAl:Quasi-two-dimensional Ising  system with long-range interactions
Non-Hamiltonian Kelvin wave generation on vortices in Bose-Einstein  condensates
Structural and Thermal Stability of Graphyne and Graphdiyne Nanoscroll  Structures
From Octopus to Dendrite - Semiflexible Polyelectrolyte Brush  Condensates in Trivalent Counterion Solution
Braiding a novel kind of Majorana-like quasiparticles in nanowire  quantum dots
Magnetic field-induced evolution of intertwined orders in the Kitaev  magnet $β$-Li$_2$IrO$_3$
Charge density functional plus $U$ theory of LaMnO$_3$: Phase diagram,  electronic structure, and magnetic interaction
Topological design of graphene
Theory of orbital magnetic quadrupole moment and magnetoelectric  susceptibility
Calculating the Magnetic Anisotropy of Rare-Earth-Transition-Metal  Ferrimagnets
Characterisation of slip and twinning in high rate deformed zirconium  with electron backscatter diffraction
Topological Bands for Ultracold Atoms
Ultrafast jamming of electrons into an amorphous entangled state
How does pressure fluctuate in equilibrium?
Incommensurate Dynamic Ordering: A Topological Multi-band Approach
Detecting phases in one-dimensional many-fermion systems with the  functional renormalization group
Electron-Phonon Coupling Mode in Excitonic Insulator
Kelvin-Helmholtz instability in an atomic superfluid
Aging dynamics in quenched noisy long-range quantum Ising models
Strong electronic correlations and Fermi surface reconstruction in the  quasi-one dimensional iron superconductor BaFe2S3
How measurement protocols influence the dynamic J-V characteristics of  perovskite solar cells: theory and experiment
Hydrogen embrittlement controlled by reaction of dislocation with grain  boundary in alpha-iron
Lattice induced crystallization of nanodroplets: the role of finite-size  effects and substrate properties in controlling polymorphism
A New Two-Dimensional Functional Material with Desirable Bandgap and  Ultrahigh Carrier Mobility
Solute particle near a nanopore: influence of size and surface  properties on the solvent-mediated forces
Exploring weight-dependent density-functional approximations for  ensembles in the Hubbard dimer
Probing the edge states in a zigzag phosphorene nanoribbon via RKKY  exchange interaction
Room-temperature nanoseconds spin relaxation in WTe2 and MoTe2 thin  films
Description of the thermodynamic properties of $\rm{BiH_{5}}$ and  $\rm{BiH_{6}}$ superconductors beyond the mean-field approximation
Tuning the two-electron hybridization and spin states in  parallel-coupled InAs quantum dots
Oscillatory motion of a droplet in an active poroelastic two-phase model
Optimal electro-mechanical control of the excitonic fine structures of  droplet epitaxial quantum dots
Laser-controlled field effect in graphene/hexagonal boron nitride  heterostructures
Floquet topological phases in a spin-1/2 double kicked rotor
Quantum Interference Controls the Electron Spin Dynamics in n-GaAs
A correlation-hole approach to the electric double layer with  counter-ions only
Possible three-dimensional nematic odd-parity superconductivity in  Sr$_2$RuO$_4$
Interface induced Zeeman-protected superconductivity in ultrathin  crystalline lead films
Field-induced ordering in a random-bond quantum spin ladder compound  with weak anisotropy
Orbital, spin and valley contributions to Zeeman splitting of excitonic  resonances in MoSe$_2$, WSe$_2$ and WS$_2$ monolayers
On the spectral unfolding of chaotic and mixed systems
Structural correlations and dependent scattering mechanism on the  radiative properties of random media
Hot non-equilibrium quasiparticles in transmon qubits
Ultrafast light-induced softening of chalcogenide thin films above the  rigidity percolation transition
In-situ strain-tuning of the metal-insulator-transition of  Ca$_{2}$RuO$_{4}$ in angle-resolved photoemission experiments
Glassy dynamics of dense particle assemblies on a spherical substrate
Time dependent London approach, dissipation due to out-of-core normal  excitations by moving vortices
For high-precision bosonic Josephson junctions, many-body effects matter
Active suspensions have non-monotonic flow curves and multiple  mechanical equilibria
Trochoidal motion and pair generation in skyrmion and antiskyrmion  dynamics under spin-orbit torques
Thermal Expansion in Dispersion-Bound Molecular Crystals
Boundary spin polarization as robust signature of topological phase  transition in Majorana nanowires
Observation of intrinsic chirality of surface plasmon resonances in  single nanocrystals
Low temperature magnetoresistance of (111)  (La$_{0.3}$Sr$_{0.7}$)(Al$_{0.65}$Ta$_{0.35}$)/SrTiO$_3$
Coupling of phonons with orbital dynamics and magnetism in CuSb$_2$O$_6$
Photogalvanic Effect in Weyl Semimetals from First Principles
Conductance relaxation in GeBiTe - slow thermalization in an open  quantum system
Many-body entanglement in a topological chiral ladder
Exotic $Z_2$ Symmetry Breaking Transitions in 2D Correlated Systems
Observation of Dirac state in half-Heusler material YPtBi
Strong two-dimensional plasmon in Li-intercalated hexagonal  boron-nitride film with low damping
Interface-generated spin currents
Hydrogen Diffusion and Trapping in α-Iron: The Role of Quantum  and Anharmonic Fluctuations
Classical and quantum spin dynamics of the honeycomb $Γ$ model
Exact-exchange density functional theory of the integer quantum Hall  effect: strict 2D limit
Bulk Fermi surfaces of the Dirac Type-II Semimetallic Candidates VAl3,  NbAl3 and TaAl3
Nematic phase in a two-dimensional Hubbard model at weak coupling and  finite temperature
Continuum excitation and pseudospin wave in quantum spin-liquid and  quadrupole ordered states of Tb$_{2+x}$Ti$_{2-x}$O$_{7+y}$
Insights into exfoliation possibility of MAX phases to MXenes
Structures and Physical Properties of CsV$_2$Se$_{2-x}$O and  V$_2$Se$_2$O
Interference in spin-orbit coupled transverse magnetic focusing;  emergent phase due to in-plane magnetic fields
Anisotropic exciton transport in transition-metal dichalcogenides
Interplay between nematic fluctuations and superconductivity in  BaFe$_{2-x}$Ni$_x$As$_2$
Chiral electric separation effect in Weyl semimetals
Antiferroelectric and Magnetodielectric Coupling Response of  La0.2Sr0.7Fe12O19 Ceramics
Selective resolution of phonon modes in STM-IETS on clean and  oxygen-adsorbed Cu(100) surfaces
Shear relaxation behind the shock front in $\langle$110$\rangle$  Molybdenum - From the Atomic Scale to Continuous Dislocation Fields
Large second harmonic generation of LiCs2PO4 caused by the  metal-cation-centered groups
Coherent electron transport in silicon quantum dots
Charge transport in doped zigzag phosphorene nanoribbons
Electronic Correlations Among the Dirac Electrons in  $α$-(BEDT-TTF)$_2$I$_3$ Unveiled by High-Pressure Optical Spectroscopy
Anomalous Critical Slowdown at a First Order Phase Transition in Single  Polymer Chains
Neutron spin resonance in the 112-type iron-based superconductor
Laser induced phase transition in epitaxial FeRh layers studied by  pump-probe valence band photoemission
Anisotropic pressure effects on superconductivity in Fe1+yTe1-xSx
Gigahertz Single-Electron Pumping Mediated by Parasitic States
Influence of evaporation on soap film rupture
Crackling dynamics in the mechanical response of knitted fabrics,  Version 2
Switching of the Chiral Magnetic Domains in the Hybrid Multiferroic  (ND4)2[FeCl5(D2O)]
Experimental Observation of Acoustic Weyl Points and Topological Surface  States
Linear-in-frequency optical conductivity in GdPtBi due to transitions  near the triple points
Topological Dirac semimetal phase in the iron-based superconductor  Fe(Te,Se)
Direct observation of multiple topological phases in the iron-based  superconductor Li(Fe,Co)As
CsPbBr3 Perovskites: Theoretical and Experimental Investigation on  Water-Assisted Transition From Nanowire Formation to Degradation
Deep-blue light emitting diode based on defect variations of a 2D hybrid  organic-inorganic low dimensional perovskite semiconductor
Probabilistic design of a molybdenum-base alloy using a neural network
Power series solution of the inhomogeneous exclusion process
Tetragonal-orthorhombic phase coexistence under magnetic fields in  BaFe$_2$As$_2$ and Sr(Fe$_{1-x}$Co$_{x}$)$_2$As$_2$: evidence of magnetically  driven structural transition
Cleaning Interfaces in Layered Materials Heterostructures
All-Electron, Real-Space Perturbation Theory for Homogeneous Electric  Fields: Theory, Implementation, and Application within DFT
Magnetoresistance of semi-metals: the case of antimony
Breakdown of the Wiedemann-Franz law in a unitary Fermi gas
Robustness of the Insulating Bulk in the Topological Kondo Insulator  SmB$_{6}$
Full and unbiased solution of the Dyson-Schwinger equation in the  functional integro-differential representation
Broadband spectroscopy of thermodynamic magnetization fluctuations  through a ferromagnetic spin-reorientation transition
Intertwined Superfluid and Density Wave Order in a $p$-Orbital Bose  Condensate
Entangled Pauli Principles: the DNA of Quantum Hall Fluids
Excitons in few-layer hexagonal boron nitride: Davydov splitting and  surface localization
Rashba Sandwiches with Topological Superconducting Phases
Controlling the Deformation of Metamaterials: Corner Modes via Topology
A complex network description of thermal quantum states in the Ising  spin chain
Universal Behavior of the Thermoelectric Figure of Merit, zT, vs.  Quality Factor
Spinon Fermi surface in a cluster Mott insulator model on a triangular  lattice and possible application to 1T-TaS$_2$
Majorana Superconducting Qubit
Quantized Rabi Oscillations and Circular Dichroism in Quantum Hall  Systems
Response and phase transition of a Kitaev spin liquid in a local  magnetic field
Signatures of Plexcitonic States in Molecular Electroluminescence
Noise-induced backscattering in a quantum-spin-Hall edge
Investigating transverse Hall conductances using two-terminal setups
Tuning thermal transport in graphene via combinations of molecular  antiresonances
Machine Learning Entanglement Freedom Or: How I Learned to Stop Worrying  and Love Linear Regression
Spin-wave induced phonon resonance in multiferroic BiFeO$_3$
The Geometry of Most Probable Trajectories in Noise-Driven Dynamical  Systems
Long lifetime of thermally-excited magnons in bulk yttrium iron garnet
Reaction-diffusion kinetics in growing domains
Spin decoherence in a two-qubit CPHASE gate: the critical role of  tunneling noise
