Nonmonotonic Aging and Memory in a Frictional Interface
Nematic twist--bend phase in an external field
Coupled charge and spin dynamics in high-density ensembles of  nitrogen-vacancy centers in diamond
Absence of Local Fluctuating Dimers in Superconducting  Ir$_{1-x}$(Pt,Rh)$_x$Te$_2$
Suppression of topological Mott-Hubbard phases by multiple charge orders  in the honeycomb extended Hubbard model
Spin driven emergent antiferromagnetism and metal insulator transition  in nanoscale p-Si
Spin-Hall effect and emergent antiferromagnetic phase transition in n-Si
Singlet-Quintet Mixing in Spin-Orbit Coupled Superconductors with j=3/2  Fermions
Electronic, magnetic and ferroelectric properties of rhombohedral  AgFeO2: an ab initio study
High-resolution Internal State Control of Ultracold $^{23}$Na$^{87}$Rb  Molecules
Prediction of $\mathrm{TiRhAs}$ as a Dirac Nodal Line Semimetal via  First-Principles Calculations
Hysteresis in the Ising model with Glauber dynamics
Transversal magnetotransport in Weyl semimetals: Exact numerical  approach
EMUS-QMC: Elective Momentum Ultra-Size Quantum Monte Carlo Method
First-principles study of the effects of electron-phonon coupling on the  thermoelectric properties: a case study of SiGe compound
Binary matter-wave compactons induced by inter-species scattering length  modulations
Topological surface Fermi arcs in magnetic Weyl semimetal  Co$_3$Sn$_2$S$_2$
Exponential Thermal Tensor Network Approach for Quantum Lattice Models
Interplay of coherent and dissipative dynamics in condensates of light
Room Temperature Superconductivity Revolution: Foreshadowed by  Victorians, Enabled by Millenials
Uniaxial and biaxial structures in the elastic Maier-Saupe model
Proper dissipative torques in antiferromagnetic dynamics
Single-orbital realization of high temperature $s\pm$ superconductivity  in the square-octagon lattice
Electronic States and Dissipations of Vortex Core in Quantum Limit  Investigated by Microwave Complex Resistivity Measurements on Pure FeSe  Single Crystals
Microstructure and elevated-temperature mechanical properties of  refractory AlMo0.5NbTa0.5TiZr High Entropy Alloy fabricated by powder  metallurgy
Determination of the critical growth rate and growth temperature for  group-III elements segregation using two exchanges Kinetic Model
Experimental Study of the Exciton Gas Liquid Transition in Coupled  Quantum Wells
Blocking-state influence on shot noise and conductance in quantum dots
Spinful Aubry-Andre model in a magnetic field: Delocalization  facilitated by a weak spin-orbit coupling
Geometry Effects on Switching Currents in Superconducting Ultra Thin  Films
Dark-dark-soliton dynamics in two density-coupled Bose-Einstein  condensates
Magnetic and Structural Properties of the Iron Oxychalcogenides  La$_{2}$O$_{2}$Fe$_{2}$O$M_{2}$ ($M$= S, Se)
Quantum Bose-Fermi droplets
Simultaneous conduction and valence band quantisation in ultra-shallow,  high density doping profiles in semiconductors
Floquet engineering of multi-orbital Mott insulators: applications to  orthorhombic titanates
Efficient Switching of 3-Terminal Magnetic Tunnel Junctions by the Giant  Spin Hall Effect of $\rm{Pt}_{85}\rm{Hf}_{15}$ Alloy
Phase diagram of the B-BN system at pressures up to 24 GPa: Experimental  study and thermodynamic analysis
Chiral spin texture in the charge-density-wave phase of the correlated  metallic Pb/Si(111) monolayer
Sample-based calibration for cryogenic broadband microwave reflectometry  measurements
Minimal model for higher-order topological insulators and phosphorene
Generalized lattice Wilson-Dirac fermions in (1+1) dimensions for atomic  quantum simulation and topological phases
Phase Diagrams of Antiferromagnetic Spin-1 Bosons on Square Optical  Lattice with the Quadratic Zeeman Effect
Gate-Tunable Quantum Dot in a High Quality Single Layer  MoS$_{\mathrm{2}}$ Van der Waals Heterostructure
Structural Disorder and Electronic Structure in Alloyed SrTiO3/SrFeO2.5  Compounds: A Theoretical Study
Search for a nematic phase in quasi-2D antiferromagnet CuCrO2 by NMR in  electric field
Kramers-Kronig relations and the properties of conductivity and  permittivity in heterogeneous media
The Coulomb interaction in monolayer transition-metal dichalcogenides
Optical Control of Exchange Interaction and Kondo Temperature in cold  Atom Gas
Full orientation control of epitaxial MoS2 on hBN assisted by substrate  defects
Parity-time-symmetric topological superconductor
Local Causal States and Discrete Coherent Structures
Ultrahard carbon film from epitaxial two-layer graphene
Robust memristors based on layered two-dimensional materials
Superconductivity in electron-doped arsenene
Spectroscopic study of native defects in the semiconductor to metal  phase transition in V2O5 nanostructure
The graphene/n-Ge(110) interface: structure, doping, and electronic  properties
Scaling behavior of dynamic hysteresis in Na0.5Bi4.5Ti4O15 bulk ceramics
Strain Tunable Phononic Topological Bandgaps in Two-Dimensional  Hexagonal Boron Nitride
Singular Loops and their Non-Abelian Geometric Phases in Spin-1  Ultracold Atoms
Continuous-wave solutions and modulational instability in spinor  condensates of positronium
Note on the superfluid Reynolds number for turbulent flow of superfluid  $^4$He around an oscillating sphere
Vanadyl dithiolate single molecule transistors: the next spintronic  frontier?
Phonon driven Floquet matter
Multiple Quintets via Singlet Fission in Ordered Films at Room  Temperature
Enhanced Specular Andreev reflection in bilayer graphene
Spin polarized semimagnetic exciton-polariton condensate in magnetic  field
Probing the Ionic Dielectric Constant Contribution in the Ferroelectric  Phase of the Fabre-Salts
Redox agent enhanced chemical mechanical polishing of thin film diamond
Gr{ü}neisen parameter of quantum magnets with spin gap
Magnetization pinning in modulated nanowires: from topological  protection to the "corkscrew" mechanism
Charge and spin correlations in the Monopole Liquid
Double well potentials with a quantum moat barrier or a quantum wall  barrier give rise to similar entangled wave functions
Spin Glass in the Bond-Diluted J1-J2 Ising Model on the Square Lattice
Ultrastrong adhesion in the contact with thin elastic layers on a rigid  foundation
Weakly Interacting Topological Insulators: Quantum Criticality and  Renormalization Group Approach
Temperature effect on the electronic structure of the polaronic  excitations within the three-band p-d-Holstein model
The role of lattice mismatch on the emergence of surface states in 2D  hybrid perovskite quantum wells
Non-chiral bosonization of strongly inhomogeneous Luttinger liquids
Some further validations and comparison of the Bearing Area Model (BAM)  for adhesion of rough surfaces
Lattice model constructions for gapless domain walls between topological  phases
Tuning Nanocrystal Surface Depletion by Controlling Dopant Distribution  as a Route Toward Enhanced Film Conductivity
A Modified Poisson--Nernst--Planck Model with Excluded Volume Effect:  Theory and Numerical Implementation
Graphene lattice-layer entanglement under non-Markovian phase noise
Driven-Dissipative Supersolid in a Ring Cavity
Modeling solid-state dewetting of a single-crystal binary alloy thin  films
Localized all-optical control of single semiconductor quantum dots  through plasmon-polariton-induced screening
Fluctuating chemohydrodynamics and the stochastic motion of  self-diffusiophoretic particles
Quasiparticles in quantum spin chains with long-range interactions
Lattice-induced rapid formation of spin singlets in spin-1 spinor  condensates
The effect of the Magnus force on skyrmion relaxation dynamics
From particle condensation to polymer aggregation
Interfacial ion solvation: Obtaining the thermodynamic limit from  molecular simulations
Atomically Resolved Observation of Continuous Interfaces between  As-grown MoS2 Monolayer and WS2/MoS2 Heterobilayer on SiO2
The Lipkin-Meshkov-Glick model with Markovian dissipation -A description  of a collective spin on a metallic surface
EXAFS and electrical studies of new narrow-gap semiconductors:  InTe$_{1-x}$Se$_x$ and In$_{1-x}$Ga$_x$Te
Absence of long-range order in a triangular spin system with dipolar  interactions
Wave-function hybridization in Yu-Shiba-Rusinov dimers
Critical Phenomena in Quasi-Two-Dimensional Vibrated Granular Systems
Edge-Grafted Molecular Junctions between Graphene Nanoplatelets: Applied  Chemistry to Enhance Heat Transfer in Nanomaterials
Magnetic structure and excitation spectrum of the hyperhoneycomb Kitaev  magnet $β$-Li$_2$IrO$_3$
Sequential structural and antiferromagnetic transitions in  BaFe$_2$Se$_3$ under pressure
Discovery of highly spin-polarized conducting surface states in the  strong spin-orbit coupling semiconductor Sb$_2$Se$_3$
Quantum Monte Carlo calculations of van der Waals interactions between  aromatic benzene rings
Nanoconfined ionic liquids: disentangling electrostatic & viscous forces
Investigation of the spin-1 honeycomb antiferromagnet BaNi$_2$V$_2$O$_8$  with easy plane anisotropy
Strong spin-orbit interaction and magnetotransport in semiconductor  Bi$_2$O$_2$Se nanoplates
Probing quasi-integrability of the Gross-Pitaevskii equation in a  harmonic-oscillator potential
Continuum Percolation of Polydisperse Rods in Quadrupole Fields: Theory  and Simulations
Tight-binding Piezoelectric Theory and Electromechanical Coupling  Correlations for Transition Metal Dichalcogenide Monolayers
Perspectives on scaling and multiscaling in passive scalar turbulence
Collective motion of Active Brownian Particles with polar alignment
Structures and magnetic properties of iron silicide from adaptive  genetic algorithm and first-principles calculations
Structural and Chemical Orders in Ni64.5Zr35.5 Metallic Glass by  Molecular Dynamics Simulation
Origin and Control of Polyacrylonitrile Alignments on Carbon Nanotube  and Graphene Nanoribbon
Ion-exchange synthesis and superconductivity at 8.6 K of Na2Cr3As3 with  quasi-one-dimensional crystal structure
Highly anisotropic strain dependencies in PrIr$_2$Zn$_{20}$
Opposing effects of stacking faults and antisite domain boundaries on  the conduction band edge in kesterite quaternary semiconductors
Revealing the nature of excitons in liquid exfoliated monolayer WS2
Negative spin-Hall angle and anisotropic spin-orbit torques in epitaxial  IrMn
Real space pairwise electrostatic summation in a uniform neutralising  background
Liquid crystal elastomer coatings with programmed response of surface  profile
Spin and mass superfluidity in ferromagnetic spin-1 Bose-Einstein  condensate
Electronic structure and nontrivial topological surface states in ZrRuP  and ScPd$_{3}$ compounds
Topological order, emergent gauge fields, and Fermi surface  reconstruction
Self-learning Monte Carlo with Deep Neural Networks
Topography of Spin Liquids on a Triangular Lattice
Exploring the Kondo model in and out of equilibrium with alkaline-earth  atoms
Stability and pre-thermalization in chains of classical kicked rotors
Coherent coupling of dark and bright excitons with vibrational strain
A Matrix Contraction Process
On Maximum Entropy and Inference
Fractal structure and non extensive statistics
The Role of Adhesion in the Mechanics of Crumpled Polymer Films
Fractal kinetics versus fractional derivative kinetics
Surface Wetting Study via Pseudocontinuum Modeling
Distance-dependent sign-reversal in the Casimir-Lifshitz torque
A Classification of (2+1)D Topological Phases with Symmetries
Induced Bremsstrahlung by light in graphene
Direct observation of heavy quasiparticles in the Kondo lattice CeIn3
Dimensionality-driven orthorhombic MoTe2 at room temperature
Quantum oscillations and nontrivial transport in (Bi0.92In0.08)2Se3
Tunable magnetic and transport properties of Mn3Ga thin films on Ta/Ru  seedlayer
