Entanglement of Hard-Core Bosons in Bipartite Lattices
Anisotropic and controllable Gilbert-Bloch dissipation in spin-valves
Multi-scale Quantum Criticality driven by Kondo-lattice Coupling in  Pyrochlore Systems
Fraunhofer response and supercurrent spin switching in black phosphorus  with strain and disorder
Evolution of entanglement spectra under random unitary dynamics
Critical Interplay of Atomic and Electronic Structures at  Organic/Inorganic Interfaces: The Examples of F4-TCNQ and F6-TCNNQ on  H-Si(111)
Interaction of surface acoustic waves with electronic excitations in  graphene
Density-matrix embedding theory study of the one-dimensional  Hubbard-Holstein model
Visualizing Intramolecular Distortions as the Origin of Transverse  Magnetic Anisotropy
Complex Crystals from Size-disperse Spheres
Band dispersion of graphene with structural defects
Structure refinement from 'Digital' Large Angle Convergent Beam Electron  Diffraction Patterns
Proton-transfer Ferroelectricity / Multiferroicity in Rutile  Oxyhydroxides
Unusual Ferroelectricity of Trans-Unitcell Ion-Displacement and  Multiferroic Soliton in Sodium and Potassium Hydroxides
doFORC tool for calculating first-order reversal curve diagrams of noisy  scattered data
On the interactions of Ti${_2}$AlC, Ti${_3}$AlC${_2}$, Ti${_3}$SiC${_2}$  and Cr${_2}$AlC with palladium at 900 °C
Collective infrared excitation in rare-earth Gd$_x$La$_{1-x}$B$_6$  hexaborides
Zero-field dynamics stabilized by in-plane shape anisotropy in MgO-based  spin-torque oscillators
Direct observation of the CVD growth of monolayer MoS$_2$ using  $in-situ$ optical spectroscopy
The Inherent Behavior of Graphene Flakes in Water: A Molecular Dynamics  Study
Chern number spectrum of ultra-cold fermions in optical lattices tuned  independently via artificial magnetic, Zeeman and spin-orbit fields
Origins of diamond surface noise probed by correlating single spin  measurements with surface spectroscopy
Transferability of crystal-field parameters for rare-earth ions in  Y$_2$SiO$_5$ tested by Zeeman spectroscopy
Probing itinerant antiferromagnetism with $d$-wave Andreev reflection  spectroscopy
Magnetodielectric effects at quantum critical fields in  cobalt-containing garnets
Metallic interfaces in a CaTiO$_3$/LaTiO$_3$ heterostructure
Inversion-induced orbital and exchange disorders in antiferromagnetic  A-site spinel CoAl2O4
Spectrum of itinerant fractional excitations in quantum spin ice
Construction of quantum dark soliton in one-dimensional Bose gas
Spectroscopic signature of trimer Mott insulator and charge  disproportionation in BaIrO$_3$
The origin of single photon emission in 2D WSe2
Typical Purification Reproducing the Time Evolution of an Open Quantum  System
Time Quantified Monte Carlo Method for Long-range Interacting Systems
A Single-Crystal Neutron Diffraction Study on Magnetic Structure of  CsCo2Se2
High-field Magnetism of the Honeycomb-lattice Antiferromagnet  Cu$_2$(pymca)$_3$(ClO$_4$)
Curie temperature of Sm$_2$Fe$_{17}$ and Nd$_2$Fe$_{14}$B: a  first-principles study
A self-consistent field theory of density correlations in classical  fluids
A variational principle behind van der Waals picture of strongly coupled  plasmas
Bridging the gap between correlation entropy functionals in the mean  spherical and the hypernetted chain approximations: a field theoretic  description
Quantum Mechanical Process of Carbonate Complex Formation and Large  Scale Anisotropy in the Adsorption Energy of CO$_2$ on Anatase TiO$_2$ (001)  Surface
Multicanonical Monte Carlo Ensemble Growth Algorithm
Following the Kondo temperature of a tunable single-molecule junction  continuously from the Kondo singlet to the free spin 1/2 ground state
Two-particle Fermi liquid parameters at the Mott transition: Vertex  divergences, Landau parameters, and incoherent response in dynamical  mean-field theory
Topological Description of the Solidification of Undercooled Fluids and  the Temperature Dependence of the Thermal Conductivity of Crystalline and  Glassy Solids Above Approximately 50 K
Resolving spurious violation of the Stokes-Einstein-Debye relation in  supercooled water
Statistics of small length scale density fluctuations in supercooled  viscous liquids
Ordered magnetism in the intrinsically decorated $j\rm{_{eff}}$ =  $\frac{1}{2}$ $α$-CoV$_{3}$O$_{8}$
Observation of superconductivity in pressurized Weyl semimetal candidate  TaIrTe4
Spin-lattice coupling mediated giant magnetodielectricity across the  spin reorientation in Ca2FeCoO5
The Peierls--Nabarro FE model in two-phase microstructures -- a  comparison with atomistics
Is Twisted Bilayer Graphene Stable under Shear?
Integrable quenches in nested spin chains I: the exact steady states
Approximating observables on eigenstates of large many-body localized  systems
