Ultracold gases far from equilibrium
Andreev Bound states as a phase sensitive probe of the pairing symmetry  of the iron pnictide superconductors
Global Phase Diagram for Magnetism and Lattice Distortion of Fe-pnictide  Materials
Electronic Transport at Low Temperatures: Diagrammatic Approach
Temperature dependent Raman and x-ray studies of spin-ice pyrochlore  $Dy_2Ti_2O_7$ and non-magnetic pyrochlore $Lu_2Ti_2O_7$
Fabrication of graphene nanoribbon by local anodic oxidation lithography  using atomic force microscope
Membrane simulation models from nm to $μ$m scale
Phenomenological theory of phase transitions in epitaxial BaxSr(1-x)TiO3  thin films
Impurity crystal in a Bose-Einstein condensate
Isotope effect on the E2g phonon and mesoscopic phase separation near  the electronic topological transition in Mg1-xAlxB2
Atomistic modeling of the electrostatic and transport properties of a  simplified nanoscale field effect transistor
The Zero Temperature Phase Diagram of the Kitaev Model
Graphene in the Quantum Hall Regime: Effects of Vacancies, Sublattice  Polarization and Disorder
Modeling the isotropic/smectic-C tilted lamellar liquid crystalline  transition
Path integral analysis of Jarzynski's equality: Analytical results
Geometric strong segregation theory for compositionally asymmetric  diblock copolymer melts
On the Possibility of an Electronic-structure Modulation Transistor
Phase diagrams of the Ising-Heisenberg chain with S=1/2 triangular XXZ  clusters
Quantum transfer matrix method for one-dimensional disordered electronic  systems
Diamond chains with multiple-spin exchange interactions
Two dimensional frustrated magnetic state in superconducting  RuSr2Eu1.5Ce0.5Cu2O10 (Ru-1222)
Spin control in semiconductor quantum wires
Silicon as a model ion trap: time domain measurements of donor Rydberg  states
Universal versus Material-Dependent Two-Gap Behaviors in the High-Tc  Cuprates: Angle-Resolved Photoemission Study of La2-xSrxCuO4
Effect of a in-plane magnetic field on the microwave assisted  magnetotransport in a two-dimensional electron system
Universal condition for critical percolation thresholds of kagome-like  lattices
Response to arXiv:0811.1802 "Comment on 'Conjectures on exact solution  of three-dimensional (3D) Ising lattices'" by Perk and Singularities at/near  infinite temperature: Reply to Perk's Rejoinder arXiv:0901.2935
Universal entanglement entropy in 2D conformal quantum critical points
Entangling photons by means of the nonlinear response of quantum wells  to an ultrashort pulse
Localization in Correlated Bi-Layer Structures: From Photonic Cristals  to Metamaterials and Electron Superlattices
Study of phase stability of MnCr using the augmented space recursion  based orbital peeling technique
Quantum trajectory equation for multiple qubits in circuit QED:  Generating entanglement by measurement
Qubit dispersive readout scheme with a microstrip squid amplifier
Universal Correlations and Dynamic Disorder in a Nonlinear Periodic 1D  System
Modelling two-dimensional Crystals with Defects under Stress:  Superelongation of Carbon Nanotubes at high Temperatures
Rotation Symmetry Spontaneous Breaking of Edge States in Zigzag Carbon  Nanotubes
Tuning the bond order wave (BOW) phase of half-filled extended Hubbard  models
Collective modes of trapped Fermi gases with in-medium interaction
Efficient implementation of a van der Waals density functional:  Application to double-wall carbon nanotubes
Nano-scale brushes: How to build a smart surface coating
Bose-Einstein condensate in a quartic potential: Static and Dynamic  properties
Calculation of geometrical and spin features of a series of  metal-endofullerenes
From Vicious Walkers to TASEP
Cooling a micro-mechanical resonator by quantum back-action from a noisy  qubit
Drag force on an oscillating object in quantum turbulence
Ferrofluidity in a two-component dipolar Bose-Einstein Condensate
Measurement of the shot noise in a single electron transistor
Electrothermal feedback in superconducting nanowire single-photon  detectors
Ion-ion correlation and charge reversal at titrating solid interfaces
Optical Properties and Modal Gain of InGaN Quantum Dot Stacks
High - Temperature Superconductivity in Iron Based Layered Compounds
Vibrational nonequilibrium effects in the conductance of  single-molecules with multiple electronic states
A graph theoretical analysis of the energy landscape of model polymers
Coarse-grained models for fluids and their mixtures: Comparison of Monte  Carlo studies of their phase behavior with perturbation theory and experiment
Near-degeneracy of several pairing channels in multiorbital models for  the Fe-pnictides
Polaritons and Pairing Phenomena in Bose--Hubbard Mixtures
Comment on "Twofold Advance in the Theoretical Understanding of  Far-From-Equilibrium Properties of Interacting Nanostructures"
Geometrical dependence of low frequency noise in superconducting flux  qubits
Collective states of non-abelian quasiparticles in a magnetic field
Seebeck coefficient of thermoelectric moleculat junction:  First-principles calculations
Magnetization Plateau of Classical Ising Model on Shastry-Sutherland  Lattice
Graphene magnetoresistance in a parallel magnetic field: Spin  polarization effect
Relation between Superconducting Gap Minima and Nesting Vector in  YNi2B2C
Study of the de Almeida-Thouless line using power-law diluted  one-dimensional Ising spin glasses
Combined approach of density functional theory and quantum Monte Carlo  method to electron correlation in dilute magnetic semiconductors
Persistent Current in Metallic Rings and Cylinders
Critical dynamics of nonconserved $N$-vector model with anisotropic  nonequilibrium perturbations
Role of multiple subband renormalization in the electronic transport of  correlated oxide superlattices
The short-time self-diffusion coefficient of a sphere in a suspension of  rigid rods
InP-quantum dots in Al0.20Ga0.80InP with different barrier  configurations
Independent magnetization behavior of a ferromagnetic  metal/semiconductor hybrid system
Multiple Quantum Oscillations in the de Haas van Alphen Spectra of the  Underdoped High Temperature Superconductor YBa_2Cu_3O_6.5
A Non-Demolition Single Spin Meter
Time parameters and Lorentz transformations of relativistic stochastic  processes
Fractional periodic persistent current in a twisted normal metal loop:  an exact result
Ferromagnetism in the Extended Periodic Anderson Model Near Selective  Mott Localization
Phase transitions in multiferroic BiFeO3 crystals, thin-layers, and  ceramics: Enduring potential for a single phase, room-temperature  magnetoelectric 'holy grail'
Dynamical formation and interaction of bright solitary waves and  solitons in the collapse of Bose-Einstein condensates with attractive  interactions
Statistics of trajectories in two-state master equations
Granular flow modelled by Brownian particles
Coordination motifs and large-scale structural organization in atomic  clusters
Hybridization of Spin and Plasma Waves in Josephson Tunnel Junctions  Containing a Ferromagnetic Layer
Phonon Thermal Conduction in Graphene
